State,Reporting period,Release date,Metric name ,Data Type,Value 
ME,202308,202404,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,2502
ME,202308,202404,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,710
ME,202308,202404,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,419
ME,202308,202404,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,0.8825
ME,202308,202404,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,0.2489
ME,202308,202404,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,0.6336
ME,202308,202404,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,0.1039
ME,202308,202404,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,0.0809
ME,202308,202404,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,0.023
ME,202308,202404,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,0.0136
ME,202307,202404,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,26408
ME,202307,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,22910
ME,202307,202404,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,2
ME,202307,202404,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,22908
ME,202307,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,3180
ME,202307,202404,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,2336
ME,202307,202404,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,844
ME,202307,202404,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,318
ME,202307,202404,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,0.8675
ME,202307,202404,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,0.0001
ME,202307,202404,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,0.8675
ME,202307,202404,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,0.1204
ME,202307,202404,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,0.0885
ME,202307,202404,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,0.032
ME,202307,202404,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,0.012
ME,202306,202404,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,21928
ME,202306,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,18284
ME,202306,202404,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,2
ME,202306,202404,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,18282
ME,202306,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,3270
ME,202306,202404,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,2270
ME,202306,202404,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,1000
ME,202306,202404,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,374
ME,202306,202404,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,0.8338
ME,202306,202404,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,0.0001
ME,202306,202404,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,0.8337
ME,202306,202404,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,0.1491
ME,202306,202404,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,0.1035
ME,202306,202404,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,0.0456
ME,202306,202404,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,0.0171
ME,202305,202404,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,22545
ME,202305,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,19739
ME,202305,202404,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,0
ME,202305,202404,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,19739
ME,202305,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,2537
ME,202305,202404,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,1895
ME,202305,202404,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,642
ME,202305,202404,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,269
ME,202305,202404,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,0.8755
ME,202305,202404,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,0
ME,202305,202404,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,0.8755
ME,202305,202404,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,0.1125
ME,202305,202404,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,0.0841
ME,202305,202404,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,0.0285
ME,202305,202404,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,0.0119
ME,202304,202404,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,
ME,202304,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,
ME,202304,202404,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,
ME,202304,202404,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,
ME,202304,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,
ME,202304,202404,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,
ME,202304,202404,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,
ME,202304,202404,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,
ME,202304,202404,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,
ME,202304,202404,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,
ME,202304,202404,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,
ME,202304,202404,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,
ME,202304,202404,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,
ME,202304,202404,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,
ME,202304,202404,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,
ME,202303,202404,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,
ME,202303,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,
ME,202303,202404,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,
ME,202303,202404,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,
ME,202303,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,
ME,202303,202404,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,
ME,202303,202404,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,
ME,202303,202404,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,
ME,202303,202404,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,
ME,202303,202404,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,
ME,202303,202404,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,
ME,202303,202404,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,
ME,202303,202404,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,
ME,202303,202404,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,
ME,202303,202404,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,
MI,202403,202410,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,267236
MI,202403,202410,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,156979
MI,202403,202410,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,96999
MI,202403,202410,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,59980
MI,202403,202410,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,109773
MI,202403,202410,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,24420
MI,202403,202410,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,85353
MI,202403,202410,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,484
MI,202403,202410,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,0.5874
MI,202403,202410,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,0.363
MI,202403,202410,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,0.2244
MI,202403,202410,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,0.4108
MI,202403,202410,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,0.0914
MI,202403,202410,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,0.3194
MI,202403,202410,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,0.0018
MI,202402,202409,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,241730
MI,202402,202409,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,145224
MI,202402,202409,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,92075
MI,202402,202409,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,53149
MI,202402,202409,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,96031
MI,202402,202409,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,19488
MI,202402,202409,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,76543
MI,202402,202409,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,475
MI,202402,202409,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,0.6008
MI,202402,202409,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,0.3809
MI,202402,202409,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,0.2199
MI,202402,202409,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,0.3973
MI,202402,202409,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,0.0806
MI,202402,202409,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,0.3166
MI,202402,202409,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,0.002
MI,202401,202408,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,221357
MI,202401,202408,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,139379
MI,202401,202408,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,83989
MI,202401,202408,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,55390
MI,202401,202408,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,81322
MI,202401,202408,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,15905
MI,202401,202408,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,65417
MI,202401,202408,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,656
MI,202401,202408,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,0.6297
MI,202401,202408,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,0.3794
MI,202401,202408,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,0.2502
MI,202401,202408,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,0.3674
MI,202401,202408,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,0.0719
MI,202401,202408,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,0.2955
MI,202401,202408,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,0.003
MI,202312,202407,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,248425
MI,202312,202407,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,162805
MI,202312,202407,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,93137
MI,202312,202407,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,69668
MI,202312,202407,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,84930
MI,202312,202407,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,16940
MI,202312,202407,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,67990
MI,202312,202407,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,690
MI,202312,202407,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,0.6553
MI,202312,202407,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,0.3749
MI,202312,202407,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,0.2804
MI,202312,202407,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,0.3419
MI,202312,202407,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,0.0682
MI,202312,202407,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,0.2737
MI,202312,202407,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,0.0028
MI,202311,202406,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,231036
MI,202311,202406,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,148804
MI,202311,202406,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,86275
MI,202311,202406,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,62529
MI,202311,202406,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,82085
MI,202311,202406,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,16195
MI,202311,202406,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,65890
MI,202311,202406,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,147
MI,202311,202406,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,0.6441
MI,202311,202406,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,0.3734
MI,202311,202406,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,0.2706
MI,202311,202406,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,0.3553
MI,202311,202406,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,0.0701
MI,202311,202406,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,0.2852
MI,202311,202406,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,0.0006
MI,202310,202405,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,270307
MI,202310,202405,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,182382
MI,202310,202405,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,97378
MI,202310,202405,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,85004
MI,202310,202405,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,87653
MI,202310,202405,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,19861
MI,202310,202405,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,67792
MI,202310,202405,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,272
MI,202310,202405,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,0.6747
MI,202310,202405,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,0.3602
MI,202310,202405,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,0.3145
MI,202310,202405,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,0.3243
MI,202310,202405,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,0.0735
MI,202310,202405,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,0.2508
MI,202310,202405,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,0.001
MI,202309,202405,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,252110
MI,202309,202405,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,168035
MI,202309,202405,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,92077
MI,202309,202405,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,75958
MI,202309,202405,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,83750
MI,202309,202405,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,14475
MI,202309,202405,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,69275
MI,202309,202405,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,325
MI,202309,202405,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,0.6665
MI,202309,202405,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,0.3652
MI,202309,202405,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,0.3013
MI,202309,202405,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,0.3322
MI,202309,202405,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,0.0574
MI,202309,202405,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,0.2748
MI,202309,202405,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,0.0013
MI,202308,202404,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,260286
MI,202308,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,168198
MI,202308,202404,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,83143
MI,202308,202404,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,85055
MI,202308,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,91586
MI,202308,202404,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,15015
MI,202308,202404,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,76571
MI,202308,202404,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,502
MI,202308,202404,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,0.6462
MI,202308,202404,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,0.3194
MI,202308,202404,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a2 / 5),Updated,0.3268
MI,202308,202404,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),Updated,0.3519
MI,202308,202404,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),Updated,0.0577
MI,202308,202404,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month  (Metric 5c / 5),Updated,0.2942
MI,202308,202404,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month  (Metric 5d / 5),Updated,0.0019
MI,202307,202404,Total number of beneficiaries due for renewal in the reporting month (Metric 5),Updated,255861
MI,202307,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed  (Metric 5a),Updated,155792
MI,202307,202404,Total beneficiaries renewed on an ex parte basis (i.e. based on available information)  (Metric 5a1),Updated,81339
MI,202307,202404,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),Updated,74453
MI,202307,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),Updated,99672
MI,202307,202404,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form  (Metric 5b),Updated,16504
MI,202307,202404,Total beneficiaries whose coverage was terminated for a procedural or administrative reason  (Metric 5c),Updated,83168
MI,202307,202404,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),Updated,397
MI,202307,202404,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),Updated,0.6089
MI,202307,202404,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month  (Metric 5a1 / 5),Updated,0.3179
