"Table Name","Table Description","Column Name","Column Description","Data Type",Sensitive
CMS_TBLADDRESSHISTORY,"Address History data that links a person to an address. Special access required.",STARTDATE,"Start Date at this address. Special access required.",DATE,false
CMS_TBLADDRESSHISTORY,"Address History data that links a person to an address. Special access required.",UNKNOWNADDRESS,"Indicates if this address is unknown. Special access required.",VARCHAR,false
CMS_TBLCASE,"Information on individual cases.",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
CMS_TBLCASE,"Information on individual cases.",C1NOTRECEIVED,"Indicates if Form C1 was not received (private law only). Special access required.",VARCHAR,false
CMS_TBLCASE,"Information on individual cases.",CASEID_E,"Encrypted Case ID. Unique ID for this table.",BIGINT,false
CMS_TBLCASE,"Information on individual cases.",CASESTATUSREF,"Case Status ID (always 3 (i.e. closed) in this extract). Links to [CMS_TLKPCASESTATUS] lookup.",SMALLINT,false
CMS_TBLCASE,"Information on individual cases.",CASETYPE,"Case Type Description.",VARCHAR,false
CMS_TBLCASE,"Information on individual cases.",CASETYPEREF,"Case Type ID. Links to [CMS_TLKPCASEAPPLICATIONTYPE] lookup.",SMALLINT,false
CMS_TBLCASE,"Information on individual cases.",CURRENTCOURTREF,"Court ID. Links to [CMS_TLKPCOURT] lookup.",SMALLINT,false
CMS_TBLCASE,"Information on individual cases.",DATECASECOMPLETED,"Date this case was completed.",DATE,false
CMS_TBLCASE,"Information on individual cases.",FORMREF,"Form ID. Links to [CMS_TLKPFORM] lookup.",SMALLINT,false
CMS_TBLCASE,"Information on individual cases.",HARMBOX,"Indicates harm (i.e. if the harm box was ticked on the application) (private law only).",VARCHAR,false
CMS_TBLCASE,"Information on individual cases.",ISFURTHERWORK,"Idicates if there is still further work on the case (always FALSE in this extract). Special access required.",VARCHAR,false
CMS_TBLCASE,"Information on individual cases.",LAWTYPEREF,"Law Type ID. Links to [CMS_TLKPLAWTYPE] lookup.",SMALLINT,false
CMS_TBLCASE,"Information on individual cases.",LOCALAUTHORITYREF,"Local Authority ID. Links to [CMS_TLKPLOCALAUTHORITY] lookup.",SMALLINT,false
CMS_TBLCASE,"Information on individual cases.",REGIONREF,"Region ID. Links to [CMS_TLKPREGION] lookup. Special access required.",SMALLINT,false
CMS_TBLCASE,"Information on individual cases.",SAFEGUARDINGCOMPLETED,"Indicates if safeguarding has been completed. Special access required.",VARCHAR,false
CMS_TBLCASE,"Information on individual cases.",TRIALSCHEMEREF,"Trial Scheme ID. Links to [CMS_TLKPTRIALSCHEME] lookup. Special access required.",SMALLINT,false
CMS_TBLCASEAPPLICATION,"Information on individual applications.",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
CMS_TBLCASEAPPLICATION,"Information on individual applications.",CASEAPPLICATIONID_E,"Encrypted Application ID. Unique ID for this table.",BIGINT,false
CMS_TBLCASEAPPLICATION,"Information on individual applications.",CASEAPPLICATIONTYPEREF,"Application Type ID. Links to [CMS_TLKPCASEAPPLICATIONTYPE] lookup.",SMALLINT,false
CMS_TBLCASEAPPLICATION,"Information on individual applications.",CASEREF_E,"Encrypted Case ID. Links to [CMS_TBLCASE] table.",BIGINT,false
CMS_TBLCASEAPPLICATION,"Information on individual applications.",COURTREF,"Court ID. Links to [CMS_TLKPCOURT] lookup.",SMALLINT,false
CMS_TBLCASEAPPLICATION,"Information on individual applications.",DATEAPPLICATIONCOMPLETED,"Date this application was completed (imputed). This is the same as [DATACOMPLETED] if available, otherwise the case completion date was used.",DATE,false
CMS_TBLCASEAPPLICATION,"Information on individual applications.",DATECOMPLETED,"Date this application was completed (original).",DATE,false
CMS_TBLCASEAPPLICATION,"Information on individual applications.",DATEOFAPPLICATION,"Date of this application.",DATE,false
CMS_TBLCASEAPPLICATION,"Information on individual applications.",DATERECEIVED,"Date this application was received.",DATE,false
CMS_TBLCASEAPPLICATION,"Information on individual applications.",ISFIRST,"Indicates if this application is the first application in the case.",VARCHAR,false
CMS_TBLCASEAPPLICATION,"Information on individual applications.",ISLEAD,"Indicates if this application is the lead application in the case.",VARCHAR,false
CMS_TBLCASEAPPLICATIONMEMBER,"Application member data that links a person to an application.",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
CMS_TBLCASEAPPLICATIONMEMBER,"Application member data that links a person to an application.",CASEAPPLICATIONMEMBERID_E,"Encrypted Application Member ID. Unique ID for this table.",BIGINT,false
CMS_TBLCASEAPPLICATIONMEMBER,"Application member data that links a person to an application.",CASEAPPLICATIONREF_E,"Encrypted Application ID. Links to [CMS_TBLCASEAPPLICATION] table.",BIGINT,false
CMS_TBLCASEAPPLICATIONMEMBER,"Application member data that links a person to an application.",CONVERTEDTYPE,"Application member type as recorded in the legacy system (superseded by [MEMBERTYPE]). Special access required.",VARCHAR,false
CMS_TBLCASEAPPLICATIONMEMBER,"Application member data that links a person to an application.",ISLAREP,"Indicates if this application member is the Local Authority representative (always FALSE in this extract)",VARCHAR,false
CMS_TBLCASEAPPLICATIONMEMBER,"Application member data that links a person to an application.",ISPARTY,"Indicates if this member is party to the application.",VARCHAR,false
CMS_TBLCASEAPPLICATIONMEMBER,"Application member data that links a person to an application.",MEMBERREF_E,"Encrypted Member ID. Links to [CMS_TBLPERSON] table.",BIGINT,false
CMS_TBLCASEAPPLICATIONMEMBER,"Application member data that links a person to an application.",MEMBERTYPE,"Member type (i.e. Specifies the person&#039;s role in the application: applicant, respondent, subject or other).",SMALLINT,false
CMS_TBLCASEHEARING,"Information on individual hearings.",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
CMS_TBLCASEHEARING,"Information on individual hearings.",CASEHEARINGID_E,"Encrypted Hearing ID. Unique ID for this table.",BIGINT,false
CMS_TBLCASEHEARING,"Information on individual hearings.",CASEHEARINGTYPEREF,"Hearing Type ID. Links to [CMS_TLKPCASEHEARINGTYPE] lookup.",SMALLINT,false
CMS_TBLCASEHEARING,"Information on individual hearings.",CASEREF_E,"Encrypted Case ID. Links to [CMS_TBLCASE] table.",BIGINT,false
CMS_TBLCASEHEARING,"Information on individual hearings.",COURTREF,"Court ID. Links to [CMS_TLKPCOURT] lookup.",SMALLINT,false
CMS_TBLCASEHEARING,"Information on individual hearings.",DIDNOTATTEND,"Indicates whether or not the participant attended. Special access required.",VARCHAR,false
CMS_TBLCASEHEARING,"Information on individual hearings.",HEARINGDATE,"Date of hearing.",DATE,false
CMS_TBLCASEHEARING,"Information on individual hearings.",HEARINGDURATION,"Duration of hearing (minutes).",SMALLINT,false
CMS_TBLCASEHEARING,"Information on individual hearings.",HEARINGTIME,"Time of hearing.",VARCHAR,false
CMS_TBLCASEPARTICIPANT,"Information on Case Participants. This table contains recordings of people who are connected to the case (e.g. clients, solicitors and experts).",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
CMS_TBLCASEPARTICIPANT,"Information on Case Participants. This table contains recordings of people who are connected to the case (e.g. clients, solicitors and experts).",CASEPARTICIPANTID_E,"Encrypted Case Participant ID. Unique ID for this table.",BIGINT,false
CMS_TBLCASEPARTICIPANT,"Information on Case Participants. This table contains recordings of people who are connected to the case (e.g. clients, solicitors and experts).",CASEREF_E,"Encrypted Case ID. Links to [CMS_TBLCASE] table.",BIGINT,false
CMS_TBLCASEPARTICIPANT,"Information on Case Participants. This table contains recordings of people who are connected to the case (e.g. clients, solicitors and experts).",CLIENTROLE,"Client Role (Replaced by ApplicantMembershipType). Special access required.",SMALLINT,false
CMS_TBLCASEPARTICIPANT,"Information on Case Participants. This table contains recordings of people who are connected to the case (e.g. clients, solicitors and experts).",ISCHILDKNOWNTOLA,"Indicates if the child is known to the Local Authority. Special access required.",VARCHAR,false
CMS_TBLCASEPARTICIPANT,"Information on Case Participants. This table contains recordings of people who are connected to the case (e.g. clients, solicitors and experts).",LOCALAUTHORITYREF,"Local Authority ID. Links to [CMS_TLKPLOCALAUTHORITY] lookup.",SMALLINT,false
CMS_TBLCASEPARTICIPANT,"Information on Case Participants. This table contains recordings of people who are connected to the case (e.g. clients, solicitors and experts).",NOSAFEGUARDING,"Indicates if safeguardng is not required for this participant. Special access required.",VARCHAR,false
CMS_TBLCASEPARTICIPANT,"Information on Case Participants. This table contains recordings of people who are connected to the case (e.g. clients, solicitors and experts).",OTHERCOURTCASE,"Indicates if this participant has another court case. Special access required.",VARCHAR,false
CMS_TBLCASEPARTICIPANT,"Information on Case Participants. This table contains recordings of people who are connected to the case (e.g. clients, solicitors and experts).",PARENTINGPLANRECEIVED,"Indicates if this participant has revieced a parenting plan. Special access required.",VARCHAR,false
CMS_TBLCASEPARTICIPANT,"Information on Case Participants. This table contains recordings of people who are connected to the case (e.g. clients, solicitors and experts).",PARTICIPANTTYPEREF,"Participant Type ID. Links to [CMS_TLKPPARTICIPANTTYPE] lookup.",SMALLINT,false
CMS_TBLCASEPARTICIPANT,"Information on Case Participants. This table contains recordings of people who are connected to the case (e.g. clients, solicitors and experts).",PERSONREF_E,"Encrypted Person ID. Links to [CMS_TBLPERSON] table. Special access required.",BIGINT,false
CMS_TBLCASEPARTICIPANT,"Information on Case Participants. This table contains recordings of people who are connected to the case (e.g. clients, solicitors and experts).",SAFEGUARDINGREF_E,"Encrypted Safeguarding ID. Links to [CMS_TBLSAFEGUARDING] table. Special access required.",BIGINT,false
CMS_TBLCASEPARTICIPANT,"Information on Case Participants. This table contains recordings of people who are connected to the case (e.g. clients, solicitors and experts).",SOLICITORFIRMREF_E,"Encrypted Solicitor Firm ID. Special access required.",BIGINT,false
CMS_TBLCASEPARTICIPANT,"Information on Case Participants. This table contains recordings of people who are connected to the case (e.g. clients, solicitors and experts).",SOLICITORREF_E,"Encrypted Solicitor ID. Special access required.",BIGINT,false
CMS_TBLCASEPARTICIPANT,"Information on Case Participants. This table contains recordings of people who are connected to the case (e.g. clients, solicitors and experts).",SOLICITORROLEREF,"Solicitor Role ID (always NULL in this extract). Links to [CMS_TLKPSOLICITORROLE] lookup. Special access required.",CHARACTER,false
CMS_TBLCASEPARTICIPANT,"Information on Case Participants. This table contains recordings of people who are connected to the case (e.g. clients, solicitors and experts).",USEDFAMILYMEDIATION,"Indicates if this participant has used family mediation. Special access required.",VARCHAR,false
CMS_TBLCASEREPORT,"Information on individual reports.",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
CMS_TBLCASEREPORT,"Information on individual reports.",CASEREF_E,"Encrypted Case ID. Links to [CMS_TBLCASE] table.",BIGINT,false
CMS_TBLCASEREPORT,"Information on individual reports.",CASEREPORTID_E,"Encrypted Report ID. Unique ID for this table.",BIGINT,false
CMS_TBLCASEREPORT,"Information on individual reports.",CASEREPORTTYPEREF,"Report Type ID. Links to [CMS_TLKPCASEREPORTTYPE] lookup.",SMALLINT,false
CMS_TBLCASEREPORT,"Information on individual reports.",DATEFILEDATCOURT,"Date this case report was filed at court.",DATE,false
CMS_TBLCASEREPORT,"Information on individual reports.",DATERECEIVED,"Date this application was received.",DATE,false
CMS_TBLCASEREPORT,"Information on individual reports.",DATEREPORTCOMPLETED,"Date this case report was completed.",DATE,false
CMS_TBLCASEREPORT,"Information on individual reports.",DATEREQUESTED,"Date this case report was requested.",DATE,false
CMS_TBLCASEREPORT,"Information on individual reports.",ENDDATE,"End Date of this case report.",DATE,false
CMS_TBLCASEREPORT,"Information on individual reports.",EXTENDEDFILINGDATE,"Extended Filing Date of this case report.",DATE,false
CMS_TBLCASEREPORT,"Information on individual reports.",INPUTTOHEARINGREF_E,"Encrypted Input To Hearing ID. Links to [CMS_TBLCASEHEARING] table.",BIGINT,false
CMS_TBLCASEREPORT,"Information on individual reports.",ORIGINALFILINGDATE,"Original Filing Date of this case report.",DATE,false
CMS_TBLCASEREPORT,"Information on individual reports.",OUTPUTFROMHEARINGREF_E,"Encrypted Output From Hearing ID. Links to [CMS_TBLCASEHEARING] table.",BIGINT,false
CMS_TBLCASEREPORT,"Information on individual reports.",REPORTDUEDATE,"Due Date of this case report. This is [EXTENDEDFILINGDATE] when available and [ORIGINALFILINGDATE] otherwise.",DATE,false
CMS_TBLCASEREPORT,"Information on individual reports.",REQUESTWITHDRAWNDATE,"Date this case report request was withdrawn.",DATE,false
CMS_TBLCRSPERSONRELATIONSHIP,"Relationship data that links one person from [CMS_TBLPERSON] to another.",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
CMS_TBLCRSPERSONRELATIONSHIP,"Relationship data that links one person from [CMS_TBLPERSON] to another.",CHILDREF_E,"Encrypted Person ID (Child). Links to [CMS_TBLPERSON] table.",BIGINT,false
CMS_TBLCRSPERSONRELATIONSHIP,"Relationship data that links one person from [CMS_TBLPERSON] to another.",PARENTREF_E,"Encrypted Person ID (Parent). Links to [CMS_TBLPERSON] table.",BIGINT,false
CMS_TBLCRSPERSONRELATIONSHIP,"Relationship data that links one person from [CMS_TBLPERSON] to another.",PERSONRELATIONSHIPID_E,"Encrypted Person Relationship ID. Unique ID for this table.",BIGINT,false
CMS_TBLCRSPERSONRELATIONSHIP,"Relationship data that links one person from [CMS_TBLPERSON] to another.",RELATIONSHIPREF,"Relationship ID. Links to [CMS_TLKPCRSRELATIONSHIP] lookup.",SMALLINT,false
CMS_TBLEXPERT,"A list of individual expert IDs.",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
CMS_TBLEXPERT,"A list of individual expert IDs.",EXPERTID_E,"Encrypted Expert ID. Unique ID for this table. Special access required.",BIGINT,false
CMS_TBLEXPERTSPECIALITY,"Expert speciality data that links an export to their speciality.",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
CMS_TBLEXPERTSPECIALITY,"Expert speciality data that links an export to their speciality.",EXPERTREF_E,"Encrypted Expert ID. Links to [CMS_TBLEXPERT] table. Special access required.",BIGINT,false
CMS_TBLEXPERTSPECIALITY,"Expert speciality data that links an export to their speciality.",EXPERTSPECIALITYID_E,"Encrypted Expert Speciality ID. Unique ID for this table. Special access required.",BIGINT,false
CMS_TBLEXPERTSPECIALITY,"Expert speciality data that links an export to their speciality.",SPECIALITYREF,"Speciality ID. Links to [CMS_TLKPSPECIALITY] lookup. Special access required.",SMALLINT,false
CMS_TBLLEGALOUTPUT,"Individual legal output data that links to a case and/or a hearing. Note: do not use legal outputs prior to April 2010.",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
CMS_TBLLEGALOUTPUT,"Individual legal output data that links to a case and/or a hearing. Note: do not use legal outputs prior to April 2010.",CASEHEARINGREF_E,"Encrypted Hearing ID. Links to [CMS_TBLCASEHEARING] table.",BIGINT,false
CMS_TBLLEGALOUTPUT,"Individual legal output data that links to a case and/or a hearing. Note: do not use legal outputs prior to April 2010.",CASEREF_E,"Encrypted Case ID. Links to [CMS_TBLCASE] table.",BIGINT,false
CMS_TBLLEGALOUTPUT,"Individual legal output data that links to a case and/or a hearing. Note: do not use legal outputs prior to April 2010.",EXPIRYDATE,"Expirary Date of this Legal Output.",DATE,false
CMS_TBLLEGALOUTPUT,"Individual legal output data that links to a case and/or a hearing. Note: do not use legal outputs prior to April 2010.",FURTHERWORKTYPEREF,"Further WorkType ID. Links to [CMS_TLKPFURTHERWORKTYPE] lookup. Special access required.",SMALLINT,false
CMS_TBLLEGALOUTPUT,"Individual legal output data that links to a case and/or a hearing. Note: do not use legal outputs prior to April 2010.",ISCAFCASSWORK,"Indicates if this legal output is CAFCASS work. Special access required.",VARCHAR,false
CMS_TBLLEGALOUTPUT,"Individual legal output data that links to a case and/or a hearing. Note: do not use legal outputs prior to April 2010.",ISFINAL,"Indicates if this legal output is final.",VARCHAR,false
CMS_TBLLEGALOUTPUT,"Individual legal output data that links to a case and/or a hearing. Note: do not use legal outputs prior to April 2010.",LEGALORDERHEARINGDATE,"Date of legal order hearing.",DATE,false
CMS_TBLLEGALOUTPUT,"Individual legal output data that links to a case and/or a hearing. Note: do not use legal outputs prior to April 2010.",LEGALOUTPUTID_E,"Encrypted Legal Output ID. Unique ID for this table.",BIGINT,false
CMS_TBLLEGALOUTPUT,"Individual legal output data that links to a case and/or a hearing. Note: do not use legal outputs prior to April 2010.",LEGALOUTPUTTYPEREF,"Legal Output Type ID. Links to [CMS_TLKPLEGALOUTPUTTYPE] lookup.",SMALLINT,false
CMS_TBLMEMBERRESOLUTION,"Member Resolution data that links a member to a legal order.",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
CMS_TBLMEMBERRESOLUTION,"Member Resolution data that links a member to a legal order.",CASEAPPLICATIONMEMBERREF_E,"Encrypted Case Application Member ID. Links to [CMS_TBLCASEAPPLICATIONMEMBER] table.",BIGINT,false
CMS_TBLMEMBERRESOLUTION,"Member Resolution data that links a member to a legal order.",LEGALOUTPUTREF_E,"Encrypted Legal Output ID. Links to [CMS_TBLLEGALOUTPUT] table.",BIGINT,false
CMS_TBLMEMBERRESOLUTION,"Member Resolution data that links a member to a legal order.",MEMBERRESOLUTIONID_E,"Encrypted Member Resolution ID. Unique ID for this table.",BIGINT,false
CMS_TBLPERSON,"Information on individuals who are named on applications (i.e. doesn&#039;t include experts, lawyers or case workers).",ACCESSSUPPORT,"Indicates if this person requires access support. Special access required.",VARCHAR,false
CMS_TBLPERSON,"Information on individuals who are named on applications (i.e. doesn&#039;t include experts, lawyers or case workers).",ACCESSSUPPORTFLAG,"Access Support Flag. Special access required.",SMALLINT,false
CMS_TBLPERSON,"Information on individuals who are named on applications (i.e. doesn&#039;t include experts, lawyers or case workers).",ADDRESSREF_E,"Encrypted Address ID. Links to [CMS_TBLADDRESS] table. Special access required.",BIGINT,false
CMS_TBLPERSON,"Information on individuals who are named on applications (i.e. doesn&#039;t include experts, lawyers or case workers).",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
CMS_TBLPERSON,"Information on individuals who are named on applications (i.e. doesn&#039;t include experts, lawyers or case workers).",DISABILITY,"Indicates if this person has a disability. Special access required.",VARCHAR,false
CMS_TBLPERSON,"Information on individuals who are named on applications (i.e. doesn&#039;t include experts, lawyers or case workers).",DISABILITYFLAG,"Disability Flag. Special access required.",SMALLINT,false
CMS_TBLPERSON,"Information on individuals who are named on applications (i.e. doesn&#039;t include experts, lawyers or case workers).",DISABILITYREF,"Disability Type ID. Links to [CMS_TLKPDISABILITY] lookup. Special access required.",SMALLINT,false
CMS_TBLPERSON,"Information on individuals who are named on applications (i.e. doesn&#039;t include experts, lawyers or case workers).",DIVERSITYENTEREDBYREF,"Diversity Entered BY ID. Links to [CMS_TLKPDIVERSITYENTRYTYPE] lookup. Special access required.",SMALLINT,false
CMS_TBLPERSON,"Information on individuals who are named on applications (i.e. doesn&#039;t include experts, lawyers or case workers).",ETHNICREF,"Ethnicity Type ID. Links to [CMS_TLKPETHNICORIGIN] lookup. Special access required.",SMALLINT,false
CMS_TBLPERSON,"Information on individuals who are named on applications (i.e. doesn&#039;t include experts, lawyers or case workers).",FIRSTLANGUAGEREF,"First Language Type ID. Links to [CMS_TLKPLANGUAGE] lookup. Special access required.",SMALLINT,false
CMS_TBLPERSON,"Information on individuals who are named on applications (i.e. doesn&#039;t include experts, lawyers or case workers).",FORMREFUSED,"Form Refused. Special access required.",SMALLINT,false
CMS_TBLPERSON,"Information on individuals who are named on applications (i.e. doesn&#039;t include experts, lawyers or case workers).",GENDER,Gender.,VARCHAR,false
CMS_TBLPERSON,"Information on individuals who are named on applications (i.e. doesn&#039;t include experts, lawyers or case workers).",HASEMAIL,"Indicates if this person has an email. Special access required.",SMALLINT,false
CMS_TBLPERSON,"Information on individuals who are named on applications (i.e. doesn&#039;t include experts, lawyers or case workers).",HASPHONENUMBER,"Indicates if this person has a phone number. Special access required.",SMALLINT,false
CMS_TBLPERSON,"Information on individuals who are named on applications (i.e. doesn&#039;t include experts, lawyers or case workers).",INTERPRETERREQ,"Indicates if an interpreter is required for the this person. Special access required.",VARCHAR,false
CMS_TBLPERSON,"Information on individuals who are named on applications (i.e. doesn&#039;t include experts, lawyers or case workers).",PERSONID_E,"Encrypted Person ID. Unique ID for this table.",BIGINT,false
CMS_TBLPERSON,"Information on individuals who are named on applications (i.e. doesn&#039;t include experts, lawyers or case workers).",REFUSED,"Indicates if this person was refused. Special access required.",VARCHAR,false
CMS_TBLPERSON,"Information on individuals who are named on applications (i.e. doesn&#039;t include experts, lawyers or case workers).",RELIGIONREF,"Religion Type ID. Links to [CMS_TLKPRELIGION] lookup. Special access required.",SMALLINT,false
CMS_TBLPERSON,"Information on individuals who are named on applications (i.e. doesn&#039;t include experts, lawyers or case workers).",WEEKOFBIRTH,"Week of Birth of this person.",DATE,false
CMS_TBLPERSON,"Information on individuals who are named on applications (i.e. doesn&#039;t include experts, lawyers or case workers).",WEEKOFDEATH,"Week of Death of this person. Special access required.",DATE,false
CMS_TBLSAFEGUARDING,"Information on individual safeguarding records.",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
CMS_TBLSAFEGUARDING,"Information on individual safeguarding records.",LACHILDPROTECTIONPLAN,"Indicates if this safegaurding ID falls under the local authority child protection plan. Special access required.",VARCHAR,false
CMS_TBLSAFEGUARDING,"Information on individual safeguarding records.",LACHKRECD,"Date this safeguarding local authority check was received. Special access required.",DATE,false
CMS_TBLSAFEGUARDING,"Information on individual safeguarding records.",LACHKREQD,"Local Authority Check Required. Special access required.",SMALLINT,false
CMS_TBLSAFEGUARDING,"Information on individual safeguarding records.",LACHKSENT,"Date this safeguarding local authority check was sent. Special access required.",DATE,false
CMS_TBLSAFEGUARDING,"Information on individual safeguarding records.",LAOPTOUT,"Indicates if this safeguarding local authority check was opted out. Special access required.",VARCHAR,false
CMS_TBLSAFEGUARDING,"Information on individual safeguarding records.",LAOPTOUTREASONREF,"Local Authority Opt Out Reason ID. Links to [CMS_TLKPSAFEGUARDINGOPTOUTREASON] lookup. Special access required.",SMALLINT,false
CMS_TBLSAFEGUARDING,"Information on individual safeguarding records.",POLCHKDATEREQUESTED,"Date this safeguarding police check was requested. Special access required.",DATE,false
CMS_TBLSAFEGUARDING,"Information on individual safeguarding records.",POLCHKREASONREF,"Police Check Reason ID. Links to [CMS_TLKPPOLICECHECKREASON] lookup. Special access required.",SMALLINT,false
CMS_TBLSAFEGUARDING,"Information on individual safeguarding records.",POLCHKRECD,"Date this safeguarding police check was recorded. Special access required.",DATE,false
CMS_TBLSAFEGUARDING,"Information on individual safeguarding records.",POLCHKREQD,"Police Check Required. Special access required.",SMALLINT,false
CMS_TBLSAFEGUARDING,"Information on individual safeguarding records.",POLCHKSENT,"Date this safeguarding police check was sent. Special access required.",DATE,false
CMS_TBLSAFEGUARDING,"Information on individual safeguarding records.",POLINFOONCASE,"Indicates if there is police information on the case. Special access required.",VARCHAR,false
CMS_TBLSAFEGUARDING,"Information on individual safeguarding records.",POLOPTOUT,"Indicates if this safeguarding police check was opted out. Special access required.",VARCHAR,false
CMS_TBLSAFEGUARDING,"Information on individual safeguarding records.",POLOPTOUTREASONREF,"Police Opt Out Reason ID. Links to [CMS_TLKPSAFEGUARDINGOPTOUTREASON] lookup. Special access required.",SMALLINT,false
CMS_TBLSAFEGUARDING,"Information on individual safeguarding records.",PUBLICLACHKSCREENEDBYPRAC,"Date this safeguarding public local authority check was screened by practise. Special access required.",DATE,false
CMS_TBLSAFEGUARDING,"Information on individual safeguarding records.",PUBLICLARISKASSSUFFICIENT,"Indicates if the public local authority risk assessment was sufficient for this safeguarding record. Special access required.",VARCHAR,false
CMS_TBLSAFEGUARDING,"Information on individual safeguarding records.",PUBLICPOLRECWITHINCASE,"Indicates if there was a public police record within the case. Special access required.",VARCHAR,false
CMS_TBLSAFEGUARDING,"Information on individual safeguarding records.",SAFEGUARDINGID_E,"Encrypted Safeguarding ID. Unique ID for this table. Special access required.",BIGINT,false
ECMS_ADDRESSES,"Includes information derived from individual address data on people who are named on applications (but not experts, lawyers or case workers). Actual address details (e.g. house number/name, street name, post code) not included.",AVAIL_FROM_DT,"Date when the data made available (i.e. date of loading). Special access required.",DATE,false
ECMS_ADDRESSES,"Includes information derived from individual address data on people who are named on applications (but not experts, lawyers or case workers). Actual address details (e.g. house number/name, street name, post code) not included.",ID_E,"Encrypted Address ID. Unique ID for this table. Special access required.",BIGINT,false
ECMS_ADDRESSES,"Includes information derived from individual address data on people who are named on applications (but not experts, lawyers or case workers). Actual address details (e.g. house number/name, street name, post code) not included.",ISINSTITUTE,"Indicates if this address is an institution. Special access required.",VARCHAR,false
ECMS_ADDRESSES,"Includes information derived from individual address data on people who are named on applications (but not experts, lawyers or case workers). Actual address details (e.g. house number/name, street name, post code) not included.",IS_INCARCERATED,"Indicates if this address references a prison or a psychiatric hospital. Special access required.",INTEGER,false
