ranking_type,rank,state_name,state_abbr,cms_reporting_month,renewals_due,procedural_terminations,ineligible_terminations,pending_renewals,ex_parte_renewed,procedural_burden_due,procedural_share_terminations,pending_rate_due,ex_parte_rate_due,termination_rate_due,completion_rate_due,burden_index_simple
top_procedural_burden_due,20,Nevada,NV,5,83002.0,40766.0,772.0,0.0,25612.0,0.49114479169176645,0.9814146083104627,0.0,0.3085708778101732,0.5004457723910267,1.0,1.0266708242419658
top_procedural_share_terminations,1,Nevada,NV,5,83002.0,40766.0,772.0,0.0,25612.0,0.49114479169176645,0.9814146083104627,0.0,0.3085708778101732,0.5004457723910267,1.0,1.0266708242419658
top_procedural_share_terminations,2,District of Columbia,DC,5,14504.0,3285.0,77.0,381.0,9522.0,0.2264892443463872,0.9770969660916121,0.02626861555432984,0.6565085493656923,0.2317981246552675,0.9737313844456702,-3.0248955431100377
top_procedural_share_terminations,3,District of Columbia,DC,12,33661.0,2992.0,128.0,916.0,27225.0,0.0888862481803868,0.958974358974359,0.0272125011140489,0.8087995009060931,0.09268886842339799,0.9727874988859511,-4.856362956178989
top_procedural_share_terminations,4,Utah,UT,7,29571.0,16801.0,726.0,0.0,7145.0,0.5681579926279124,0.958578193644092,0.0,0.24162185925399884,0.5927090730783537,1.0,1.7383341419045417
top_procedural_share_terminations,5,Utah,UT,6,29186.0,16252.0,796.0,0.0,6994.0,0.5568423216610704,0.9533083059596433,0.0,0.23963544165010622,0.5841156718974851,1.0,1.7383453631484578
top_procedural_share_terminations,6,Nevada,NV,9,101427.0,45839.0,2565.0,0.0,27629.0,0.4519408047166928,0.9470085116932485,0.0,0.2724028118745502,0.47722992891439164,1.0,1.3257597386837277
top_procedural_share_terminations,7,Nevada,NV,6,91075.0,44603.0,2920.0,0.0,27026.0,0.4897392259127093,0.9385560675883257,0.0,0.2967444413944551,0.521800713697502,1.0,1.0065878269549275
top_procedural_share_terminations,8,Nevada,NV,7,78038.0,40025.0,2750.0,0.0,26205.0,0.512891155590866,0.9357101110461719,0.0,0.33579794459109663,0.5481303980112253,1.0,0.5336103108710923
top_procedural_share_terminations,9,District of Columbia,DC,6,21620.0,5613.0,390.0,905.0,11654.0,0.2596207215541166,0.935032483758121,0.04185938945420906,0.5390379278445884,0.2776595744680851,0.9581406105457909,-1.6469559349691396
top_procedural_share_terminations,10,Utah,UT,10,35456.0,19795.0,1411.0,0.0,7264.0,0.5582976083032491,0.9334622276714137,0.0,0.20487364620938628,0.5980934115523465,1.0,2.0608106717577925
top_procedural_share_terminations,11,Utah,UT,8,31863.0,17243.0,1241.0,0.0,7293.0,0.5411605937921727,0.932860852629301,0.0,0.22888616891064872,0.5801085899005116,1.0,1.7773809893758532
top_procedural_share_terminations,12,District of Columbia,DC,9,17621.0,2622.0,201.0,1731.0,9814.0,0.14879972759775267,0.9287991498405951,0.09823506043924862,0.5569490948300323,0.16020657170421657,0.9017649395607513,-1.5981226238974129
top_procedural_share_terminations,13,Nevada,NV,12,53992.0,4802.0,369.0,0.0,39190.0,0.0889391020891984,0.9286404950686521,0.0,0.7258482738183435,0.0957734479182101,1.0,-4.02465280885292
top_procedural_share_terminations,14,Utah,UT,9,33414.0,17596.0,1440.0,0.0,7251.0,0.5266056144131203,0.9243538558520698,0.0,0.21700484826719338,0.5697013227988268,1.0,1.882687336843602
top_procedural_share_terminations,15,Utah,UT,11,34456.0,18271.0,1514.0,0.0,7939.0,0.5302704899001626,0.9234773818549407,0.0,0.2304097980032505,0.5742105874158346,1.0,1.7203989999380693
top_procedural_share_terminations,16,New Mexico,NM,7,71358.0,24210.0,2109.0,5678.0,20324.0,0.33927520390145466,0.919867776131312,0.07957061576837916,0.2848173995907957,0.3688304044395863,0.9204293842316208,1.468054031667477
top_procedural_share_terminations,17,Nevada,NV,8,68611.0,34568.0,3178.0,0.0,22391.0,0.5038259171269913,0.9158056482806125,0.0,0.32634708720176064,0.5501450204777659,1.0,0.5640726976052393
top_procedural_share_terminations,18,District of Columbia,DC,11,29785.0,7874.0,752.0,2285.0,12031.0,0.2643612556656035,0.9128217018316717,0.07671646802081585,0.4039281517542387,0.289608863521907,0.9232835319791841,0.053784210501228
top_procedural_share_terminations,19,Wyoming,WY,6,5536.0,1206.0,116.0,224.0,1897.0,0.21784682080924855,0.9122541603630863,0.04046242774566474,0.34266618497109824,0.23880057803468208,0.9595375722543352,0.6220798595896104
top_procedural_share_terminations,20,Utah,UT,12,37201.0,18522.0,1824.0,0.0,7550.0,0.4978898416709228,0.9103509289295193,0.0,0.2029515335609258,0.5469207816994167,1.0,1.9956077770931033
top_pending_rate_due,1,Kansas,KS,6,68374.0,627.0,5616.0,45838.0,2976.0,0.009170152397110012,0.10043248438250842,0.6704010296311463,0.043525316640828385,0.09130663702577003,0.32959897036885366,6.501091999505235
top_pending_rate_due,2,Kansas,KS,7,76442.0,744.0,6873.0,48835.0,3376.0,0.009732869365008764,0.09767625049231982,0.6388503702153266,0.044164202925093536,0.09964417466837602,0.36114962978467335,6.296065884186487
top_pending_rate_due,3,Mississippi,MS,12,57616.0,1633.0,2016.0,26513.0,7442.0,0.028342821438489308,0.44751986845711156,0.4601673146348237,0.12916550958067202,0.06333310191613441,0.5398326853651764,4.873043672349609
top_pending_rate_due,4,Virginia,VA,8,218452.0,19922.0,10980.0,84188.0,60334.0,0.09119623532858477,0.644683192026406,0.38538443227802904,0.2761888195118378,0.1414589932799883,0.614615567721971,2.719838464710069
top_pending_rate_due,5,Kentucky,KY,9,150985.0,884.0,15735.0,53210.0,68190.0,0.005854886246978177,0.05319212949034238,0.35241911448157104,0.45163426830479847,0.11007053680829221,0.647580885518429,0.09493824269346757
top_pending_rate_due,6,Alaska,AK,9,12884.0,782.0,1872.0,4537.0,3055.0,0.060695436199937905,0.2946495855312736,0.35214219186588014,0.23711580254579323,0.2059919279726793,0.6478578081341199,2.353914980284252
top_pending_rate_due,7,Kentucky,KY,10,155003.0,72.0,12711.0,49692.0,74558.0,0.00046450713857151154,0.005632480638347806,0.32058734347077156,0.4810100449668716,0.08246937156055044,0.6794126565292284,-0.24282331610380892
top_pending_rate_due,8,South Carolina,SC,10,34924.0,15.0,893.0,10689.0,20640.0,0.0004295040659718245,0.016519823788546256,0.30606459741152214,0.5909975947772306,0.025999312793494444,0.6939354025884779,-1.2101030866870748
top_pending_rate_due,9,Alaska,AK,10,11813.0,777.0,1554.0,3431.0,3232.0,0.06577499365106239,0.3333333333333333,0.29044273258274783,0.27359688478794547,0.19732498095318718,0.7095572674172522,1.7416809376445
top_pending_rate_due,10,Alaska,AK,11,10778.0,755.0,1326.0,3101.0,2956.0,0.07005010205975135,0.3628063431042768,0.2877157172017072,0.2742623863425496,0.1930784932269438,0.7122842827982928,1.7825455089806583
top_pending_rate_due,11,Virginia,VA,9,197886.0,10130.0,5518.0,56153.0,80957.0,0.05119108981939096,0.6473670756646217,0.2837643895980514,0.40910928514397177,0.07907583153937116,0.7162356104019486,0.8333984316818018
top_pending_rate_due,12,Montana,MT,9,40162.0,11008.0,6042.0,10821.0,6229.0,0.2740899357601713,0.6456304985337243,0.2694337931377919,0.15509685772620885,0.42453065086400077,0.7305662068622081,2.9902033352548325
top_pending_rate_due,13,Alaska,AK,12,12717.0,796.0,1761.0,3194.0,3288.0,0.06259337894157427,0.3113023073914744,0.25115986474797514,0.258551545175749,0.20106943461508217,0.7488401352520249,1.6906122818949259
top_pending_rate_due,14,Nebraska,NE,11,36029.0,4467.0,4749.0,8725.0,10078.0,0.12398345777012962,0.4847005208333333,0.24216603291792724,0.27971911515723447,0.2557939437675206,0.7578339670820727,1.4707892948053503
top_pending_rate_due,15,Montana,MT,11,19766.0,6375.0,1480.0,4777.0,3846.0,0.3225235252453708,0.8115849777211966,0.2416776282505312,0.1945765455833249,0.3973995750278256,0.7583223717494688,2.9450661195938492
top_pending_rate_due,16,California,CA,11,1013058.0,168495.0,65446.0,240916.0,300776.0,0.16632315227755962,0.7202457029763915,0.23781066829342445,0.2968990916610895,0.23092557385658077,0.7621893317065755,1.7339569619158475
top_pending_rate_due,17,Kentucky,KY,11,31863.0,16.0,1513.0,7434.0,20088.0,0.0005021498289552145,0.010464355788096796,0.23331136427831653,0.6304491102532718,0.047986693029532686,0.7666886357216834,-2.158284793191772
top_pending_rate_due,18,Montana,MT,10,25435.0,7755.0,2012.0,5910.0,4785.0,0.3048948299587183,0.7940002047711682,0.23235698840180855,0.18812659720857086,0.3839984273638687,0.7676430115981915,2.9422914453464566
top_pending_rate_due,19,Montana,MT,8,40901.0,13822.0,5860.0,9291.0,4877.0,0.3379379477274394,0.7022660298750127,0.22715826018923743,0.1192391384073739,0.48121072834405026,0.7728417398107625,3.294844333002061
top_pending_rate_due,20,Montana,MT,12,19545.0,6345.0,1480.0,4434.0,4252.0,0.3246354566385265,0.8108626198083068,0.22686108979278588,0.21754924533128678,0.40035814786390383,0.7731389102072141,2.6021347687111978
low_ex_parte_rate_due,1,Maine,ME,5,22545.0,642.0,1895.0,269.0,0.0,0.028476380572188955,0.25305478912100904,0.01193169217121313,0.0,0.11253049456642271,0.9880683078287869,4.013021159052027
low_ex_parte_rate_due,2,Maine,ME,7,26408.0,844.0,2336.0,318.0,2.0,0.03196001211754014,0.26540880503144654,0.012041805513480764,7.57346258709482e-05,0.12041805513480763,0.9879581944865192,3.983259422038193
low_ex_parte_rate_due,3,Maine,ME,6,21928.0,1000.0,2270.0,374.0,2.0,0.04560379423568041,0.3058103975535168,0.017055819044144473,9.120758847136082e-05,0.14912440715067493,0.9829441809558556,3.9060941517796275
low_ex_parte_rate_due,4,Texas,TX,5,785287.0,465863.0,119907.0,49843.0,4291.0,0.5932391596957546,0.7953002031514076,0.06347106217217399,0.005464244282663536,0.7459311054429781,0.936528937827826,3.923141179145984
low_ex_parte_rate_due,5,Idaho,ID,8,49553.0,31183.0,6965.0,0.0,307.0,0.6292858151877787,0.8174216210548391,0.0,0.006195386757613061,0.7698423909753194,1.0,3.724500842257852
low_ex_parte_rate_due,6,Texas,TX,9,719891.0,171373.0,192632.0,65786.0,15953.0,0.23805409430038715,0.47079847804288405,0.0913832788574937,0.022160299267528,0.5056390481336758,0.9086167211425062,2.914401793574574
low_ex_parte_rate_due,7,Texas,TX,8,769726.0,308050.0,144066.0,102843.0,18706.0,0.40020734651031664,0.68135168850472,0.13360988195799545,0.024302154273078993,0.5873726494882595,0.8663901180420046,3.7050546588328466
low_ex_parte_rate_due,8,Pennsylvania,PA,8,322810.0,63674.0,43308.0,670.0,9580.0,0.1972491558501905,0.5951842366005496,0.002075524302221121,0.029676899724296026,0.33140856850779093,0.9979244756977789,3.334687164146003
low_ex_parte_rate_due,9,Pennsylvania,PA,5,254287.0,41618.0,32325.0,90.0,10584.0,0.16366546461281936,0.5628389435105419,0.00035393079473193675,0.04162226146047576,0.29078560838737333,0.9996460692052681,3.222313073992681
low_ex_parte_rate_due,10,Texas,TX,11,1080037.0,366285.0,135778.0,137265.0,45370.0,0.3391411590528843,0.7295598361161846,0.12709286811470347,0.04200782010245945,0.46485722248404454,0.8729071318852966,3.8719572975709147
low_ex_parte_rate_due,11,Pennsylvania,PA,4,262561.0,40457.0,32867.0,130.0,11067.0,0.15408609808768248,0.5517565872020075,0.0004951230380749617,0.04215020509519692,0.279264628029296,0.999504876961925,3.2265716437828758
low_ex_parte_rate_due,12,Kansas,KS,4,69699.0,46031.0,5454.0,84.0,3033.0,0.6604255441254537,0.8940662328833641,0.0012051822838204278,0.043515688890801874,0.7386763081249372,0.9987948177161796,3.737304706084764
low_ex_parte_rate_due,13,Kansas,KS,6,68374.0,627.0,5616.0,45838.0,2976.0,0.009170152397110012,0.10043248438250842,0.6704010296311463,0.043525316640828385,0.09130663702577003,0.32959897036885366,6.501091999505235
low_ex_parte_rate_due,14,Kansas,KS,7,76442.0,744.0,6873.0,48835.0,3376.0,0.009732869365008764,0.09767625049231982,0.6388503702153266,0.044164202925093536,0.09964417466837602,0.36114962978467335,6.296065884186487
low_ex_parte_rate_due,15,Pennsylvania,PA,6,229182.0,33443.0,28107.0,24.0,10430.0,0.14592332731191804,0.5433468724614134,0.00010472026598947562,0.04550968226125961,0.26856384881884265,0.9998952797340105,3.1997858775738157
low_ex_parte_rate_due,16,Pennsylvania,PA,9,273057.0,45225.0,38783.0,1563.0,13018.0,0.16562475966556434,0.53834158651557,0.005724079587778376,0.047675027558348626,0.3076573755662737,0.9942759204122216,3.0722085349317405
low_ex_parte_rate_due,17,Pennsylvania,PA,7,247827.0,33308.0,31949.0,288.0,11842.0,0.1344002065957301,0.5104126760347549,0.0011621009817332252,0.047783332728072406,0.2633167491839065,0.9988378990182668,3.1295809008822992
low_ex_parte_rate_due,18,Kansas,KS,5,69200.0,27143.0,7828.0,8629.0,3496.0,0.39223988439306356,0.776157387549684,0.12469653179190751,0.050520231213872835,0.5053612716763006,0.8753034682080925,3.869276559761073
low_ex_parte_rate_due,19,Pennsylvania,PA,12,290059.0,45940.0,40875.0,1254.0,15371.0,0.15838157064597203,0.5291712261705926,0.00432325837157268,0.05299266700912573,0.2993011766571628,0.9956767416284273,3.0081897206304156
low_ex_parte_rate_due,20,Pennsylvania,PA,10,273369.0,41972.0,37945.0,5042.0,14577.0,0.1535360629771481,0.5251948896980617,0.01844393475485516,0.05332352973453464,0.2923411213414835,0.9815560652451448,3.0813856969014877
