state,county_fips,county_name,rows,years_present,min_year,max_year,total_enrollment,min_enrollment,table1_missing_years,treatment_constructible_years,suppression_or_missing_any,drake_supplement_exclusion_flag,drake_supplement_exclusion_reason,included_drake_harmonized_sample,missing_crosswalk_flag_any,missing_current_plan_flag_any,missing_premium_flag_any,missing_county_mapping_flag_any,all_three_years,table1_complete_all_years,treatment_constructible_all_years,low_enrollment_rank,candidate_extra_if_forcing_to_2159_by_low_enrollment,candidate_discrepancy_reason
SD,46107,,3,3,2022,2024,590.0,171.0,0,3,False,False,,True,False,False,False,False,True,True,True,146,False,included_by_current_sample_rule
SD,46109,,3,3,2022,2024,1518.0,442.0,0,3,False,False,,True,False,False,False,False,True,True,True,554,False,included_by_current_sample_rule
SD,46111,,3,3,2022,2024,592.0,187.0,0,3,False,False,,True,False,False,False,False,True,True,True,149,False,included_by_current_sample_rule
SD,46115,,3,3,2022,2024,1171.0,359.0,0,3,False,False,,True,False,False,False,False,True,True,True,403,False,included_by_current_sample_rule
SD,46117,,3,3,2022,2024,591.0,168.0,0,3,False,False,,True,False,False,False,False,True,True,True,147,False,included_by_current_sample_rule
SD,46119,,3,3,2022,2024,294.0,83.0,1,3,True,False,,True,False,False,False,False,True,False,True,43,False,missing_or_suppressed_table1_outcome
SD,46121,,3,3,2022,2024,321.0,92.0,1,3,True,False,,True,False,False,False,False,True,False,True,49,False,missing_or_suppressed_table1_outcome
SD,46123,,3,3,2022,2024,1526.0,421.0,0,3,False,False,,True,False,False,False,False,True,True,True,559,False,included_by_current_sample_rule
SD,46125,,3,3,2022,2024,1792.0,516.0,0,3,False,False,,True,False,False,False,False,True,True,True,654,False,included_by_current_sample_rule
SD,46127,,3,3,2022,2024,2043.0,612.0,0,3,False,False,,True,False,False,False,False,True,True,True,728,False,included_by_current_sample_rule
SD,46129,,3,3,2022,2024,979.0,296.0,0,3,False,False,,True,False,False,False,False,True,True,True,316,False,included_by_current_sample_rule
SD,46135,,3,3,2022,2024,3300.0,1006.0,0,3,False,False,,True,False,False,False,False,True,True,True,1057,False,included_by_current_sample_rule
SD,46137,,3,3,2022,2024,163.0,50.0,3,3,True,False,,True,False,False,False,False,True,False,True,10,True,missing_or_suppressed_table1_outcome
TN,47001,,3,3,2022,2024,12348.0,2844.0,0,3,False,False,,True,False,False,False,False,True,True,True,1757,False,included_by_current_sample_rule
TN,47003,,3,3,2022,2024,7602.0,1553.0,0,3,False,False,,True,False,False,False,False,True,True,True,1550,False,included_by_current_sample_rule
TN,47005,,3,3,2022,2024,2749.0,599.0,0,3,False,False,,True,False,False,False,False,True,True,True,923,False,included_by_current_sample_rule
TN,47007,,3,3,2022,2024,2912.0,470.0,0,3,False,False,,True,False,False,False,False,True,True,True,965,False,included_by_current_sample_rule
TN,47009,,3,3,2022,2024,20438.0,5149.0,0,3,False,False,,True,False,False,False,False,True,True,True,1915,False,included_by_current_sample_rule
TN,47011,,3,3,2022,2024,18090.0,3930.0,0,3,False,False,,True,False,False,False,False,True,True,True,1885,False,included_by_current_sample_rule
TN,47013,,3,3,2022,2024,6488.0,1345.0,0,3,False,False,,True,False,False,False,False,True,True,True,1458,False,included_by_current_sample_rule
TN,47015,,3,3,2022,2024,3055.0,636.0,0,3,False,False,,True,False,False,False,False,True,True,True,999,False,included_by_current_sample_rule
TN,47017,,3,3,2022,2024,4925.0,993.0,0,3,False,False,,True,False,False,False,False,True,True,True,1333,False,included_by_current_sample_rule
TN,47019,,3,3,2022,2024,9528.0,2002.0,0,3,False,False,,True,False,False,False,False,True,True,True,1669,False,included_by_current_sample_rule
TN,47021,,3,3,2022,2024,7214.0,1719.0,0,3,False,False,,True,False,False,False,False,True,True,True,1522,False,included_by_current_sample_rule
TN,47023,,3,3,2022,2024,2380.0,494.0,0,3,False,False,,True,False,False,False,False,True,True,True,822,False,included_by_current_sample_rule
TN,47025,,3,3,2022,2024,5179.0,1232.0,0,3,False,False,,True,False,False,False,False,True,True,True,1358,False,included_by_current_sample_rule
TN,47027,,3,3,2022,2024,1691.0,396.0,0,3,False,False,,True,False,False,False,False,True,True,True,608,False,included_by_current_sample_rule
TN,47029,,3,3,2022,2024,8056.0,1722.0,0,3,False,False,,True,False,False,False,False,True,True,True,1579,False,included_by_current_sample_rule
TN,47031,,3,3,2022,2024,8605.0,1953.0,0,3,False,False,,True,False,False,False,False,True,True,True,1624,False,included_by_current_sample_rule
TN,47033,,3,3,2022,2024,2501.0,518.0,0,3,False,False,,True,False,False,False,False,True,True,True,851,False,included_by_current_sample_rule
TN,47035,,3,3,2022,2024,10430.0,2625.0,0,3,False,False,,True,False,False,False,False,True,True,True,1700,False,included_by_current_sample_rule
TN,47037,,3,3,2022,2024,164352.0,36717.0,0,3,False,False,,True,False,False,False,False,True,True,True,2151,False,included_by_current_sample_rule
TN,47039,,3,3,2022,2024,2141.0,544.0,0,3,False,False,,True,False,False,False,False,True,True,True,755,False,included_by_current_sample_rule
TN,47041,,3,3,2022,2024,3555.0,871.0,0,3,False,False,,True,False,False,False,False,True,True,True,1095,False,included_by_current_sample_rule
TN,47043,,3,3,2022,2024,8073.0,1944.0,0,3,False,False,,True,False,False,False,False,True,True,True,1582,False,included_by_current_sample_rule
TN,47045,,3,3,2022,2024,5781.0,1226.0,0,3,False,False,,True,False,False,False,False,True,True,True,1405,False,included_by_current_sample_rule
TN,47047,,3,3,2022,2024,7342.0,1703.0,0,3,False,False,,True,False,False,False,False,True,True,True,1531,False,included_by_current_sample_rule
TN,47049,,3,3,2022,2024,3962.0,984.0,0,3,False,False,,True,False,False,False,False,True,True,True,1177,False,included_by_current_sample_rule
TN,47051,,3,3,2022,2024,5981.0,1338.0,0,3,False,False,,True,False,False,False,False,True,True,True,1416,False,included_by_current_sample_rule
TN,47053,,3,3,2022,2024,7233.0,1638.0,0,3,False,False,,True,False,False,False,False,True,True,True,1523,False,included_by_current_sample_rule
TN,47055,,3,3,2022,2024,5277.0,1138.0,0,3,False,False,,True,False,False,False,False,True,True,True,1366,False,included_by_current_sample_rule
TN,47057,,3,3,2022,2024,4473.0,1044.0,0,3,False,False,,True,False,False,False,False,True,True,True,1270,False,included_by_current_sample_rule
TN,47059,,3,3,2022,2024,10491.0,2249.0,0,3,False,False,,True,False,False,False,False,True,True,True,1703,False,included_by_current_sample_rule
TN,47061,,3,3,2022,2024,2747.0,570.0,0,3,False,False,,True,False,False,False,False,True,True,True,922,False,included_by_current_sample_rule
TN,47063,,3,3,2022,2024,11222.0,2396.0,0,3,False,False,,True,False,False,False,False,True,True,True,1722,False,included_by_current_sample_rule
TN,47065,,3,3,2022,2024,63924.0,15128.0,0,3,False,False,,True,False,False,False,False,True,True,True,2095,False,included_by_current_sample_rule
TN,47067,,3,3,2022,2024,1078.0,223.0,0,3,False,False,,True,False,False,False,False,True,True,True,357,False,included_by_current_sample_rule
TN,47069,,3,3,2022,2024,3764.0,784.0,0,3,False,False,,True,False,False,False,False,True,True,True,1132,False,included_by_current_sample_rule
TN,47071,,3,3,2022,2024,4630.0,1016.0,0,3,False,False,,True,False,False,False,False,True,True,True,1298,False,included_by_current_sample_rule
TN,47073,,3,3,2022,2024,8999.0,1814.0,0,3,False,False,,True,False,False,False,False,True,True,True,1638,False,included_by_current_sample_rule
TN,47075,,3,3,2022,2024,3285.0,676.0,0,3,False,False,,True,False,False,False,False,True,True,True,1052,False,included_by_current_sample_rule
TN,47077,,3,3,2022,2024,4289.0,1014.0,0,3,False,False,,True,False,False,False,False,True,True,True,1232,False,included_by_current_sample_rule
TN,47079,,3,3,2022,2024,5355.0,1283.0,0,3,False,False,,True,False,False,False,False,True,True,True,1374,False,included_by_current_sample_rule
TN,47081,,3,3,2022,2024,3805.0,887.0,0,3,False,False,,True,False,False,False,False,True,True,True,1146,False,included_by_current_sample_rule
TN,47083,,3,3,2022,2024,992.0,195.0,0,3,False,False,,True,False,False,False,False,True,True,True,324,False,included_by_current_sample_rule
TN,47085,,3,3,2022,2024,2447.0,554.0,0,3,False,False,,True,False,False,False,False,True,True,True,834,False,included_by_current_sample_rule
TN,47087,,3,3,2022,2024,2560.0,501.0,0,3,False,False,,True,False,False,False,False,True,True,True,872,False,included_by_current_sample_rule
TN,47089,,3,3,2022,2024,9480.0,2160.0,0,3,False,False,,True,False,False,False,False,True,True,True,1665,False,included_by_current_sample_rule
TN,47091,,3,3,2022,2024,2497.0,540.0,0,3,False,False,,True,False,False,False,False,True,True,True,849,False,included_by_current_sample_rule
TN,47093,,3,3,2022,2024,79219.0,20478.0,0,3,False,False,,True,False,False,False,False,True,True,True,2114,False,included_by_current_sample_rule
TN,47095,,3,3,2022,2024,851.0,174.0,0,3,False,False,,True,False,False,False,False,True,True,True,270,False,included_by_current_sample_rule
TN,47097,,3,3,2022,2024,3026.0,641.0,0,3,False,False,,True,False,False,False,False,True,True,True,994,False,included_by_current_sample_rule
TN,47099,,3,3,2022,2024,6552.0,1719.0,0,3,False,False,,True,False,False,False,False,True,True,True,1463,False,included_by_current_sample_rule
TN,47101,,3,3,2022,2024,1835.0,456.0,0,3,False,False,,True,False,False,False,False,True,True,True,664,False,included_by_current_sample_rule
TN,47103,,3,3,2022,2024,5366.0,1452.0,0,3,False,False,,True,False,False,False,False,True,True,True,1376,False,included_by_current_sample_rule
TN,47105,,3,3,2022,2024,8840.0,2112.0,0,3,False,False,,True,False,False,False,False,True,True,True,1631,False,included_by_current_sample_rule
TN,47107,,3,3,2022,2024,8646.0,1789.0,0,3,False,False,,True,False,False,False,False,True,True,True,1626,False,included_by_current_sample_rule
TN,47109,,3,3,2022,2024,4017.0,967.0,0,3,False,False,,True,False,False,False,False,True,True,True,1185,False,included_by_current_sample_rule
TN,47111,,3,3,2022,2024,4061.0,909.0,0,3,False,False,,True,False,False,False,False,True,True,True,1192,False,included_by_current_sample_rule
TN,47113,,3,3,2022,2024,15810.0,3684.0,0,3,False,False,,True,False,False,False,False,True,True,True,1835,False,included_by_current_sample_rule
TN,47115,,3,3,2022,2024,4579.0,985.0,0,3,False,False,,True,False,False,False,False,True,True,True,1291,False,included_by_current_sample_rule
TN,47117,,3,3,2022,2024,4411.0,1039.0,0,3,False,False,,True,False,False,False,False,True,True,True,1262,False,included_by_current_sample_rule
TN,47119,,3,3,2022,2024,14761.0,3672.0,0,3,False,False,,True,False,False,False,False,True,True,True,1818,False,included_by_current_sample_rule
TN,47121,,3,3,2022,2024,1687.0,360.0,0,3,False,False,,True,False,False,False,False,True,True,True,604,False,included_by_current_sample_rule
TN,47123,,3,3,2022,2024,6665.0,1540.0,0,3,False,False,,True,False,False,False,False,True,True,True,1474,False,included_by_current_sample_rule
TN,47125,,3,3,2022,2024,24902.0,5503.0,0,3,False,False,,True,False,False,False,False,True,True,True,1952,False,included_by_current_sample_rule
TN,47127,,3,3,2022,2024,718.0,180.0,0,3,False,False,,True,False,False,False,False,True,True,True,207,False,included_by_current_sample_rule
TN,47129,,3,3,2022,2024,2580.0,473.0,0,3,False,False,,True,False,False,False,False,True,True,True,881,False,included_by_current_sample_rule
TN,47131,,3,3,2022,2024,4138.0,911.0,0,3,False,False,,True,False,False,False,False,True,True,True,1208,False,included_by_current_sample_rule
TN,47133,,3,3,2022,2024,3652.0,987.0,0,3,False,False,,True,False,False,False,False,True,True,True,1107,False,included_by_current_sample_rule
TN,47135,,3,3,2022,2024,1022.0,260.0,0,3,False,False,,True,False,False,False,False,True,True,True,339,False,included_by_current_sample_rule
TN,47137,,3,3,2022,2024,934.0,275.0,0,3,False,False,,True,False,False,False,False,True,True,True,303,False,included_by_current_sample_rule
TN,47139,,3,3,2022,2024,2868.0,661.0,0,3,False,False,,True,False,False,False,False,True,True,True,952,False,included_by_current_sample_rule
TN,47141,,3,3,2022,2024,12482.0,3671.0,0,3,False,False,,True,False,False,False,False,True,True,True,1763,False,included_by_current_sample_rule
TN,47143,,3,3,2022,2024,4002.0,854.0,0,3,False,False,,True,False,False,False,False,True,True,True,1183,False,included_by_current_sample_rule
TN,47145,,3,3,2022,2024,6692.0,1606.0,0,3,False,False,,True,False,False,False,False,True,True,True,1479,False,included_by_current_sample_rule
TN,47147,,3,3,2022,2024,10341.0,2329.0,0,3,False,False,,True,False,False,False,False,True,True,True,1696,False,included_by_current_sample_rule
TN,47149,,3,3,2022,2024,59947.0,13343.0,0,3,False,False,,True,False,False,False,False,True,True,True,2090,False,included_by_current_sample_rule
TN,47151,,3,3,2022,2024,3095.0,715.0,0,3,False,False,,True,False,False,False,False,True,True,True,1007,False,included_by_current_sample_rule
TN,47153,,3,3,2022,2024,2260.0,596.0,0,3,False,False,,True,False,False,False,False,True,True,True,785,False,included_by_current_sample_rule
TN,47155,,3,3,2022,2024,21598.0,5422.0,0,3,False,False,,True,False,False,False,False,True,True,True,1930,False,included_by_current_sample_rule
TN,47157,,3,3,2022,2024,183807.0,38776.0,0,3,False,False,,True,False,False,False,False,True,True,True,2157,False,included_by_current_sample_rule
TN,47159,,3,3,2022,2024,3482.0,726.0,0,3,False,False,,True,False,False,False,False,True,True,True,1087,False,included_by_current_sample_rule
TN,47161,,3,3,2022,2024,1667.0,406.0,0,3,False,False,,True,False,False,False,False,True,True,True,600,False,included_by_current_sample_rule
TN,47163,,3,3,2022,2024,25217.0,6029.0,0,3,False,False,,True,False,False,False,False,True,True,True,1954,False,included_by_current_sample_rule
TN,47165,,3,3,2022,2024,26881.0,6965.0,0,3,False,False,,True,False,False,False,False,True,True,True,1975,False,included_by_current_sample_rule
TN,47167,,3,3,2022,2024,7554.0,1813.0,0,3,False,False,,True,False,False,False,False,True,True,True,1546,False,included_by_current_sample_rule
TN,47169,,3,3,2022,2024,1136.0,283.0,0,3,False,False,,True,False,False,False,False,True,True,True,390,False,included_by_current_sample_rule
TN,47171,,3,3,2022,2024,2563.0,570.0,0,3,False,False,,True,False,False,False,False,True,True,True,873,False,included_by_current_sample_rule
TN,47173,,3,3,2022,2024,2920.0,729.0,0,3,False,False,,True,False,False,False,False,True,True,True,968,False,included_by_current_sample_rule
TN,47175,,3,3,2022,2024,913.0,199.0,0,3,False,False,,True,False,False,False,False,True,True,True,295,False,included_by_current_sample_rule
TN,47177,,3,3,2022,2024,6316.0,1644.0,0,3,False,False,,True,False,False,False,False,True,True,True,1441,False,included_by_current_sample_rule
TN,47179,,3,3,2022,2024,19931.0,5159.0,0,3,False,False,,True,False,False,False,False,True,True,True,1908,False,included_by_current_sample_rule
TN,47181,,3,3,2022,2024,2920.0,822.0,0,3,False,False,,True,False,False,False,False,True,True,True,969,False,included_by_current_sample_rule
TN,47183,,3,3,2022,2024,3697.0,867.0,0,3,False,False,,True,False,False,False,False,True,True,True,1117,False,included_by_current_sample_rule
TN,47185,,3,3,2022,2024,5174.0,1461.0,0,3,False,False,,True,False,False,False,False,True,True,True,1357,False,included_by_current_sample_rule
TN,47187,,3,3,2022,2024,36219.0,10705.0,0,3,False,False,,True,False,False,False,False,True,True,True,2018,False,included_by_current_sample_rule
TN,47189,,3,3,2022,2024,21000.0,5446.0,0,3,False,False,,True,False,False,False,False,True,True,True,1922,False,included_by_current_sample_rule
TX,48001,,3,3,2022,2024,14584.0,3193.0,0,3,False,False,,True,False,False,False,False,True,True,True,1814,False,included_by_current_sample_rule
TX,48003,,3,3,2022,2024,3914.0,852.0,0,3,False,False,,True,False,False,False,False,True,True,True,1167,False,included_by_current_sample_rule
TX,48005,,3,3,2022,2024,25570.0,6275.0,0,3,False,False,,True,False,False,False,False,True,True,True,1959,False,included_by_current_sample_rule
TX,48007,,3,3,2022,2024,7200.0,1651.0,0,3,False,False,,True,False,False,False,False,True,True,True,1521,False,included_by_current_sample_rule
TX,48009,,3,3,2022,2024,3303.0,622.0,0,3,False,False,,True,False,False,False,False,True,True,True,1059,False,included_by_current_sample_rule
TX,48011,,3,3,2022,2024,851.0,166.0,0,3,False,False,,True,False,False,False,False,True,True,True,271,False,included_by_current_sample_rule
TX,48013,,3,3,2022,2024,12446.0,2689.0,0,3,False,False,,True,False,False,False,False,True,True,True,1762,False,included_by_current_sample_rule
TX,48015,,3,3,2022,2024,8875.0,1903.0,0,3,False,False,,True,False,False,False,False,True,True,True,1633,False,included_by_current_sample_rule
TX,48017,,3,3,2022,2024,2076.0,481.0,0,3,False,False,,True,False,False,False,False,True,True,True,737,False,included_by_current_sample_rule
TX,48019,,3,3,2022,2024,5113.0,1159.0,0,3,False,False,,True,False,False,False,False,True,True,True,1353,False,included_by_current_sample_rule
TX,48021,,3,3,2022,2024,20358.0,4829.0,0,3,False,False,,True,False,False,False,False,True,True,True,1914,False,included_by_current_sample_rule
TX,48023,,3,3,2022,2024,721.0,169.0,0,3,False,False,,True,False,False,False,False,True,True,True,209,False,included_by_current_sample_rule
TX,48025,,3,3,2022,2024,4568.0,990.0,0,3,False,False,,True,False,False,False,False,True,True,True,1287,False,included_by_current_sample_rule
TX,48027,,3,3,2022,2024,59171.0,12639.0,0,3,False,False,,True,False,False,False,False,True,True,True,2087,False,included_by_current_sample_rule
TX,48029,,3,3,2022,2024,477694.0,103772.0,0,3,False,False,,True,False,False,False,False,True,True,True,2180,False,included_by_current_sample_rule
TX,48031,,3,3,2022,2024,3321.0,872.0,0,3,False,False,,True,False,False,False,False,True,True,True,1062,False,included_by_current_sample_rule
TX,48033,,3,3,2022,2024,1347.0,185.0,0,3,False,False,,True,False,False,False,False,True,True,True,482,False,included_by_current_sample_rule
TX,48035,,3,3,2022,2024,3821.0,965.0,0,3,False,False,,True,False,False,False,False,True,True,True,1148,False,included_by_current_sample_rule
TX,48037,,3,3,2022,2024,20249.0,4295.0,0,3,False,False,,True,False,False,False,False,True,True,True,1912,False,included_by_current_sample_rule
TX,48039,,3,3,2022,2024,75809.0,17732.0,0,3,False,False,,True,False,False,False,False,True,True,True,2110,False,included_by_current_sample_rule
TX,48041,,3,3,2022,2024,32782.0,7640.0,0,3,False,False,,True,False,False,False,False,True,True,True,2005,False,included_by_current_sample_rule
TX,48043,,3,3,2022,2024,2211.0,601.0,0,3,False,False,,True,False,False,False,False,True,True,True,774,False,included_by_current_sample_rule
TX,48045,,3,3,2022,2024,444.0,98.0,0,3,False,False,,True,False,False,False,False,True,True,True,91,False,included_by_current_sample_rule
TX,48047,,3,3,2022,2024,2239.0,391.0,0,3,False,False,,True,False,False,False,False,True,True,True,779,False,included_by_current_sample_rule
TX,48049,,3,3,2022,2024,7564.0,1356.0,0,3,False,False,,True,False,False,False,False,True,True,True,1547,False,included_by_current_sample_rule
TX,48051,,3,3,2022,2024,3935.0,741.0,0,3,False,False,,True,False,False,False,False,True,True,True,1172,False,included_by_current_sample_rule
TX,48053,,3,3,2022,2024,10345.0,2472.0,0,3,False,False,,True,False,False,False,False,True,True,True,1697,False,included_by_current_sample_rule
TX,48055,,3,3,2022,2024,11456.0,2510.0,0,3,False,False,,True,False,False,False,False,True,True,True,1734,False,included_by_current_sample_rule
TX,48057,,3,3,2022,2024,4635.0,931.0,0,3,False,False,,True,False,False,False,False,True,True,True,1299,False,included_by_current_sample_rule
TX,48059,,3,3,2022,2024,3696.0,752.0,0,3,False,False,,True,False,False,False,False,True,True,True,1116,False,included_by_current_sample_rule
TX,48061,,3,3,2022,2024,142260.0,34068.0,0,3,False,False,,True,False,False,False,False,True,True,True,2146,False,included_by_current_sample_rule
TX,48063,,3,3,2022,2024,3950.0,815.0,0,3,False,False,,True,False,False,False,False,True,True,True,1175,False,included_by_current_sample_rule
TX,48065,,3,3,2022,2024,1170.0,208.0,0,3,False,False,,True,False,False,False,False,True,True,True,402,False,included_by_current_sample_rule
TX,48067,,3,3,2022,2024,6505.0,1371.0,0,3,False,False,,True,False,False,False,False,True,True,True,1459,False,included_by_current_sample_rule
TX,48069,,3,3,2022,2024,2177.0,376.0,0,3,False,False,,True,False,False,False,False,True,True,True,765,False,included_by_current_sample_rule
TX,48071,,3,3,2022,2024,11606.0,2772.0,0,3,False,False,,True,False,False,False,False,True,True,True,1738,False,included_by_current_sample_rule
TX,48073,,3,3,2022,2024,12074.0,2592.0,0,3,False,False,,True,False,False,False,False,True,True,True,1749,False,included_by_current_sample_rule
TX,48075,,3,3,2022,2024,1185.0,273.0,0,3,False,False,,True,False,False,False,False,True,True,True,411,False,included_by_current_sample_rule
TX,48077,,3,3,2022,2024,5261.0,577.0,0,3,False,False,,True,False,False,False,False,True,True,True,1363,False,included_by_current_sample_rule
TX,48079,,3,3,2022,2024,1049.0,183.0,0,3,False,False,,True,False,False,False,False,True,True,True,348,False,included_by_current_sample_rule
TX,48081,,3,3,2022,2024,524.0,150.0,0,3,False,False,,True,False,False,False,False,True,True,True,117,False,included_by_current_sample_rule
TX,48083,,3,3,2022,2024,2002.0,394.0,0,3,False,False,,True,False,False,False,False,True,True,True,718,False,included_by_current_sample_rule
TX,48085,,3,3,2022,2024,270645.0,72579.0,0,3,False,False,,True,False,False,False,False,True,True,True,2166,False,included_by_current_sample_rule
TX,48087,,3,3,2022,2024,608.0,121.0,0,3,False,False,,True,False,False,False,False,True,True,True,157,False,included_by_current_sample_rule
TX,48089,,3,3,2022,2024,6838.0,1821.0,0,3,False,False,,True,False,False,False,False,True,True,True,1488,False,included_by_current_sample_rule
TX,48091,,3,3,2022,2024,32456.0,8458.0,0,3,False,False,,True,False,False,False,False,True,True,True,2001,False,included_by_current_sample_rule
TX,48093,,3,3,2022,2024,3530.0,744.0,0,3,False,False,,True,False,False,False,False,True,True,True,1093,False,included_by_current_sample_rule
TX,48095,,3,3,2022,2024,577.0,103.0,0,3,False,False,,True,False,False,False,False,True,True,True,140,False,included_by_current_sample_rule
TX,48097,,3,3,2022,2024,9696.0,2089.0,0,3,False,False,,True,False,False,False,False,True,True,True,1675,False,included_by_current_sample_rule
TX,48099,,3,3,2022,2024,9040.0,2008.0,0,3,False,False,,True,False,False,False,False,True,True,True,1642,False,included_by_current_sample_rule
TX,48101,,3,3,2022,2024,331.0,88.0,2,3,True,False,,True,False,False,False,False,True,False,True,54,False,missing_or_suppressed_table1_outcome
TX,48103,,3,3,2022,2024,1462.0,323.0,0,3,False,False,,True,False,False,False,False,True,True,True,529,False,included_by_current_sample_rule
TX,48105,,3,3,2022,2024,1340.0,306.0,0,3,False,False,,True,False,False,False,False,True,True,True,479,False,included_by_current_sample_rule
TX,48107,,3,3,2022,2024,1624.0,337.0,0,3,False,False,,True,False,False,False,False,True,True,True,586,False,included_by_current_sample_rule
TX,48109,,3,3,2022,2024,803.0,173.0,0,3,False,False,,True,False,False,False,False,True,True,True,248,False,included_by_current_sample_rule
TX,48111,,3,3,2022,2024,1787.0,367.0,0,3,False,False,,True,False,False,False,False,True,True,True,653,False,included_by_current_sample_rule
TX,48113,,3,3,2022,2024,706711.0,160646.0,0,3,False,False,,True,False,False,False,False,True,True,True,2183,False,included_by_current_sample_rule
TX,48115,,3,3,2022,2024,2180.0,501.0,0,3,False,False,,True,False,False,False,False,True,True,True,768,False,included_by_current_sample_rule
TX,48117,,3,3,2022,2024,3615.0,684.0,0,3,False,False,,True,False,False,False,False,True,True,True,1102,False,included_by_current_sample_rule
TX,48119,,3,3,2022,2024,1340.0,232.0,0,3,False,False,,True,False,False,False,False,True,True,True,480,False,included_by_current_sample_rule
TX,48121,,3,3,2022,2024,199682.0,46137.0,0,3,False,False,,True,False,False,False,False,True,True,True,2159,False,included_by_current_sample_rule
TX,48123,,3,3,2022,2024,5073.0,1081.0,0,3,False,False,,True,False,False,False,False,True,True,True,1351,False,included_by_current_sample_rule
TX,48125,,3,3,2022,2024,388.0,90.0,0,3,False,False,,True,False,False,False,False,True,True,True,70,False,included_by_current_sample_rule
TX,48127,,3,3,2022,2024,3130.0,716.0,0,3,False,False,,True,False,False,False,False,True,True,True,1021,False,included_by_current_sample_rule
TX,48129,,3,3,2022,2024,768.0,185.0,0,3,False,False,,True,False,False,False,False,True,True,True,232,False,included_by_current_sample_rule
TX,48131,,3,3,2022,2024,6111.0,1452.0,0,3,False,False,,True,False,False,False,False,True,True,True,1430,False,included_by_current_sample_rule
TX,48133,,3,3,2022,2024,4155.0,1007.0,0,3,False,False,,True,False,False,False,False,True,True,True,1210,False,included_by_current_sample_rule
TX,48135,,3,3,2022,2024,52880.0,11320.0,0,3,False,False,,True,False,False,False,False,True,True,True,2071,False,included_by_current_sample_rule
TX,48137,,3,3,2022,2024,1492.0,261.0,0,3,False,False,,True,False,False,False,False,True,True,True,542,False,included_by_current_sample_rule
TX,48139,,3,3,2022,2024,34933.0,8732.0,0,3,False,False,,True,False,False,False,False,True,True,True,2011,False,included_by_current_sample_rule
TX,48141,,3,3,2022,2024,258295.0,68792.0,0,3,False,False,,True,False,False,False,False,True,True,True,2165,False,included_by_current_sample_rule
TX,48143,,3,3,2022,2024,11631.0,3042.0,0,3,False,False,,True,False,False,False,False,True,True,True,1739,False,included_by_current_sample_rule
TX,48145,,3,3,2022,2024,4123.0,817.0,0,3,False,False,,True,False,False,False,False,True,True,True,1204,False,included_by_current_sample_rule
TX,48147,,3,3,2022,2024,7063.0,1578.0,0,3,False,False,,True,False,False,False,False,True,True,True,1507,False,included_by_current_sample_rule
TX,48149,,3,3,2022,2024,4307.0,1063.0,0,3,False,False,,True,False,False,False,False,True,True,True,1238,False,included_by_current_sample_rule
TX,48151,,3,3,2022,2024,988.0,130.0,0,3,False,False,,True,False,False,False,False,True,True,True,323,False,included_by_current_sample_rule
TX,48153,,3,3,2022,2024,1938.0,378.0,0,3,False,False,,True,False,False,False,False,True,True,True,698,False,included_by_current_sample_rule
TX,48155,,3,3,2022,2024,494.0,77.0,0,3,False,False,,True,False,False,False,False,True,True,True,107,False,included_by_current_sample_rule
TX,48157,,3,3,2022,2024,304032.0,86326.0,0,3,False,False,,True,False,False,False,False,True,True,True,2170,False,included_by_current_sample_rule
TX,48159,,3,3,2022,2024,3450.0,801.0,0,3,False,False,,True,False,False,False,False,True,True,True,1083,False,included_by_current_sample_rule
TX,48161,,3,3,2022,2024,4147.0,907.0,0,3,False,False,,True,False,False,False,False,True,True,True,1209,False,included_by_current_sample_rule
TX,48163,,3,3,2022,2024,3926.0,880.0,0,3,False,False,,True,False,False,False,False,True,True,True,1170,False,included_by_current_sample_rule
TX,48165,,3,3,2022,2024,3716.0,777.0,0,3,False,False,,True,False,False,False,False,True,True,True,1121,False,included_by_current_sample_rule
TX,48167,,3,3,2022,2024,74090.0,18525.0,0,3,False,False,,True,False,False,False,False,True,True,True,2108,False,included_by_current_sample_rule
TX,48169,,3,3,2022,2024,1111.0,229.0,0,3,False,False,,True,False,False,False,False,True,True,True,377,False,included_by_current_sample_rule
TX,48171,,3,3,2022,2024,11631.0,2976.0,0,3,False,False,,True,False,False,False,False,True,True,True,1740,False,included_by_current_sample_rule
TX,48173,,3,3,2022,2024,253.0,52.0,2,3,True,False,,True,False,False,False,False,True,False,True,30,False,missing_or_suppressed_table1_outcome
TX,48175,,3,3,2022,2024,1727.0,373.0,0,3,False,False,,True,False,False,False,False,True,True,True,628,False,included_by_current_sample_rule
TX,48177,,3,3,2022,2024,4303.0,860.0,0,3,False,False,,True,False,False,False,False,True,True,True,1235,False,included_by_current_sample_rule
TX,48179,,3,3,2022,2024,4728.0,987.0,0,3,False,False,,True,False,False,False,False,True,True,True,1312,False,included_by_current_sample_rule
TX,48181,,3,3,2022,2024,27697.0,6426.0,0,3,False,False,,True,False,False,False,False,True,True,True,1979,False,included_by_current_sample_rule
TX,48183,,3,3,2022,2024,38270.0,8407.0,0,3,False,False,,True,False,False,False,False,True,True,True,2027,False,included_by_current_sample_rule
TX,48185,,3,3,2022,2024,7255.0,1400.0,0,3,False,False,,True,False,False,False,False,True,True,True,1525,False,included_by_current_sample_rule
TX,48187,,3,3,2022,2024,25864.0,6249.0,0,3,False,False,,True,False,False,False,False,True,True,True,1963,False,included_by_current_sample_rule
