state,county_fips,county_name,rows,years_present,min_year,max_year,total_enrollment,min_enrollment,table1_missing_years,treatment_constructible_years,suppression_or_missing_any,drake_supplement_exclusion_flag,drake_supplement_exclusion_reason,included_drake_harmonized_sample,missing_crosswalk_flag_any,missing_current_plan_flag_any,missing_premium_flag_any,missing_county_mapping_flag_any,all_three_years,table1_complete_all_years,treatment_constructible_all_years,low_enrollment_rank,candidate_extra_if_forcing_to_2159_by_low_enrollment,candidate_discrepancy_reason
IL,17009,,3,3,2022,2024,356.0,108.0,0,3,False,False,,True,False,False,False,False,True,True,True,60,False,included_by_current_sample_rule
IL,17011,,3,3,2022,2024,3340.0,1059.0,0,3,False,False,,True,False,False,False,False,True,True,True,1068,False,included_by_current_sample_rule
IL,17013,,3,3,2022,2024,664.0,188.0,1,3,True,False,,True,False,False,False,False,True,False,True,179,False,missing_or_suppressed_table1_outcome
IL,17015,,3,3,2022,2024,1759.0,551.0,0,3,False,False,,True,False,False,False,False,True,True,True,641,False,included_by_current_sample_rule
IL,17017,,3,3,2022,2024,975.0,291.0,0,3,False,False,,True,False,False,False,False,True,True,True,314,False,included_by_current_sample_rule
IL,17019,,3,3,2022,2024,14194.0,4269.0,0,3,False,False,,True,False,False,False,False,True,True,True,1804,False,included_by_current_sample_rule
IL,17021,,3,3,2022,2024,2500.0,768.0,0,3,False,False,,True,False,False,False,False,True,True,True,850,False,included_by_current_sample_rule
IL,17023,,3,3,2022,2024,1635.0,494.0,0,3,False,False,,True,False,False,False,False,True,True,True,589,False,included_by_current_sample_rule
IL,17025,,3,3,2022,2024,1384.0,378.0,0,3,False,False,,True,False,False,False,False,True,True,True,497,False,included_by_current_sample_rule
IL,17027,,3,3,2022,2024,3429.0,1037.0,0,3,False,False,,True,False,False,False,False,True,True,True,1078,False,included_by_current_sample_rule
IL,17029,,3,3,2022,2024,3949.0,1163.0,0,3,False,False,,True,False,False,False,False,True,True,True,1174,False,included_by_current_sample_rule
IL,17031,,3,3,2022,2024,435631.0,127458.0,0,3,False,False,,True,False,False,False,False,True,True,True,2177,False,included_by_current_sample_rule
IL,17033,,3,3,2022,2024,1162.0,363.0,0,3,False,False,,True,False,False,False,False,True,True,True,399,False,included_by_current_sample_rule
IL,17035,,3,3,2022,2024,1358.0,389.0,0,3,False,False,,True,False,False,False,False,True,True,True,484,False,included_by_current_sample_rule
IL,17037,,3,3,2022,2024,10201.0,3318.0,0,3,False,False,,True,False,False,False,False,True,True,True,1690,False,included_by_current_sample_rule
IL,17039,,3,3,2022,2024,1062.0,330.0,0,3,False,False,,True,False,False,False,False,True,True,True,351,False,included_by_current_sample_rule
IL,17041,,3,3,2022,2024,1872.0,585.0,0,3,False,False,,True,False,False,False,False,True,True,True,671,False,included_by_current_sample_rule
IL,17043,,3,3,2022,2024,101156.0,32642.0,0,3,False,False,,True,False,False,False,False,True,True,True,2127,False,included_by_current_sample_rule
IL,17045,,3,3,2022,2024,1488.0,435.0,0,3,False,False,,True,False,False,False,False,True,True,True,538,False,included_by_current_sample_rule
IL,17047,,3,3,2022,2024,615.0,181.0,0,3,False,False,,True,False,False,False,False,True,True,True,161,False,included_by_current_sample_rule
IL,17049,,3,3,2022,2024,6913.0,2111.0,0,3,False,False,,True,False,False,False,False,True,True,True,1498,False,included_by_current_sample_rule
IL,17051,,3,3,2022,2024,2489.0,754.0,0,3,False,False,,True,False,False,False,False,True,True,True,845,False,included_by_current_sample_rule
IL,17053,,3,3,2022,2024,1280.0,418.0,0,3,False,False,,True,False,False,False,False,True,True,True,457,False,included_by_current_sample_rule
IL,17055,,3,3,2022,2024,2560.0,778.0,0,3,False,False,,True,False,False,False,False,True,True,True,871,False,included_by_current_sample_rule
IL,17057,,3,3,2022,2024,2162.0,660.0,0,3,False,False,,True,False,False,False,False,True,True,True,761,False,included_by_current_sample_rule
IL,17059,,3,3,2022,2024,420.0,130.0,0,3,False,False,,True,False,False,False,False,True,True,True,81,False,included_by_current_sample_rule
IL,17061,,3,3,2022,2024,1389.0,443.0,0,3,False,False,,True,False,False,False,False,True,True,True,499,False,included_by_current_sample_rule
IL,17063,,3,3,2022,2024,3276.0,1030.0,0,3,False,False,,True,False,False,False,False,True,True,True,1050,False,included_by_current_sample_rule
IL,17065,,3,3,2022,2024,581.0,163.0,0,3,False,False,,True,False,False,False,False,True,True,True,141,False,included_by_current_sample_rule
IL,17067,,3,3,2022,2024,1716.0,545.0,0,3,False,False,,True,False,False,False,False,True,True,True,622,False,included_by_current_sample_rule
IL,17069,,3,3,2022,2024,195.0,57.0,1,3,True,False,,True,False,False,False,False,True,False,True,13,True,missing_or_suppressed_table1_outcome
IL,17071,,3,3,2022,2024,862.0,281.0,0,3,False,False,,True,False,False,False,False,True,True,True,278,False,included_by_current_sample_rule
IL,17073,,3,3,2022,2024,3730.0,1174.0,0,3,False,False,,True,False,False,False,False,True,True,True,1124,False,included_by_current_sample_rule
IL,17075,,3,3,2022,2024,2671.0,855.0,0,3,False,False,,True,False,False,False,False,True,True,True,906,False,included_by_current_sample_rule
IL,17077,,3,3,2022,2024,4248.0,1120.0,0,3,False,False,,True,False,False,False,False,True,True,True,1224,False,included_by_current_sample_rule
IL,17079,,3,3,2022,2024,1505.0,447.0,0,3,False,False,,True,False,False,False,False,True,True,True,548,False,included_by_current_sample_rule
IL,17081,,3,3,2022,2024,2714.0,794.0,0,3,False,False,,True,False,False,False,False,True,True,True,913,False,included_by_current_sample_rule
IL,17083,,3,3,2022,2024,2145.0,653.0,0,3,False,False,,True,False,False,False,False,True,True,True,757,False,included_by_current_sample_rule
IL,17085,,3,3,2022,2024,3072.0,994.0,0,3,False,False,,True,False,False,False,False,True,True,True,1002,False,included_by_current_sample_rule
IL,17087,,3,3,2022,2024,753.0,241.0,0,3,False,False,,True,False,False,False,False,True,True,True,222,False,included_by_current_sample_rule
IL,17089,,3,3,2022,2024,43462.0,12942.0,0,3,False,False,,True,False,False,False,False,True,True,True,2045,False,included_by_current_sample_rule
IL,17091,,3,3,2022,2024,5879.0,1808.0,0,3,False,False,,True,False,False,False,False,True,True,True,1410,False,included_by_current_sample_rule
IL,17093,,3,3,2022,2024,11219.0,3265.0,0,3,False,False,,True,False,False,False,False,True,True,True,1721,False,included_by_current_sample_rule
IL,17095,,3,3,2022,2024,3306.0,1011.0,0,3,False,False,,True,False,False,False,False,True,True,True,1060,False,included_by_current_sample_rule
IL,17097,,3,3,2022,2024,65098.0,20636.0,0,3,False,False,,True,False,False,False,False,True,True,True,2096,False,included_by_current_sample_rule
IL,17099,,3,3,2022,2024,8029.0,2524.0,0,3,False,False,,True,False,False,False,False,True,True,True,1575,False,included_by_current_sample_rule
IL,17101,,3,3,2022,2024,1098.0,345.0,0,3,False,False,,True,False,False,False,False,True,True,True,367,False,included_by_current_sample_rule
IL,17103,,3,3,2022,2024,2510.0,786.0,0,3,False,False,,True,False,False,False,False,True,True,True,859,False,included_by_current_sample_rule
IL,17105,,3,3,2022,2024,2918.0,920.0,0,3,False,False,,True,False,False,False,False,True,True,True,967,False,included_by_current_sample_rule
IL,17107,,3,3,2022,2024,2325.0,720.0,0,3,False,False,,True,False,False,False,False,True,True,True,810,False,included_by_current_sample_rule
IL,17109,,3,3,2022,2024,2414.0,684.0,0,3,False,False,,True,False,False,False,False,True,True,True,828,False,included_by_current_sample_rule
IL,17111,,3,3,2022,2024,32471.0,10600.0,0,3,False,False,,True,False,False,False,False,True,True,True,2002,False,included_by_current_sample_rule
IL,17113,,3,3,2022,2024,11140.0,3463.0,0,3,False,False,,True,False,False,False,False,True,True,True,1719,False,included_by_current_sample_rule
IL,17115,,3,3,2022,2024,6919.0,2134.0,0,3,False,False,,True,False,False,False,False,True,True,True,1499,False,included_by_current_sample_rule
IL,17117,,3,3,2022,2024,4047.0,1214.0,0,3,False,False,,True,False,False,False,False,True,True,True,1189,False,included_by_current_sample_rule
IL,17119,,3,3,2022,2024,17061.0,5088.0,0,3,False,False,,True,False,False,False,False,True,True,True,1861,False,included_by_current_sample_rule
IL,17121,,3,3,2022,2024,2626.0,802.0,0,3,False,False,,True,False,False,False,False,True,True,True,893,False,included_by_current_sample_rule
IL,17123,,3,3,2022,2024,1143.0,360.0,0,3,False,False,,True,False,False,False,False,True,True,True,394,False,included_by_current_sample_rule
IL,17125,,3,3,2022,2024,1041.0,312.0,0,3,False,False,,True,False,False,False,False,True,True,True,345,False,included_by_current_sample_rule
IL,17127,,3,3,2022,2024,1104.0,308.0,0,3,False,False,,True,False,False,False,False,True,True,True,368,False,included_by_current_sample_rule
IL,17129,,3,3,2022,2024,861.0,279.0,0,3,False,False,,True,False,False,False,False,True,True,True,276,False,included_by_current_sample_rule
IL,17131,,3,3,2022,2024,1330.0,424.0,0,3,False,False,,True,False,False,False,False,True,True,True,478,False,included_by_current_sample_rule
IL,17133,,3,3,2022,2024,2617.0,847.0,0,3,False,False,,True,False,False,False,False,True,True,True,890,False,included_by_current_sample_rule
IL,17135,,3,3,2022,2024,2505.0,759.0,0,3,False,False,,True,False,False,False,False,True,True,True,855,False,included_by_current_sample_rule
IL,17137,,3,3,2022,2024,2738.0,825.0,0,3,False,False,,True,False,False,False,False,True,True,True,920,False,included_by_current_sample_rule
IL,17139,,3,3,2022,2024,1280.0,407.0,0,3,False,False,,True,False,False,False,False,True,True,True,458,False,included_by_current_sample_rule
IL,17141,,3,3,2022,2024,4550.0,1425.0,0,3,False,False,,True,False,False,False,False,True,True,True,1281,False,included_by_current_sample_rule
IL,17143,,3,3,2022,2024,11052.0,3295.0,0,3,False,False,,True,False,False,False,False,True,True,True,1714,False,included_by_current_sample_rule
IL,17145,,3,3,2022,2024,1287.0,370.0,0,3,False,False,,True,False,False,False,False,True,True,True,460,False,included_by_current_sample_rule
IL,17147,,3,3,2022,2024,1502.0,451.0,0,3,False,False,,True,False,False,False,False,True,True,True,547,False,included_by_current_sample_rule
IL,17149,,3,3,2022,2024,1365.0,414.0,0,3,False,False,,True,False,False,False,False,True,True,True,489,False,included_by_current_sample_rule
IL,17151,,3,3,2022,2024,252.0,81.0,1,3,True,False,,True,False,False,False,False,True,False,True,28,True,missing_or_suppressed_table1_outcome
IL,17153,,3,3,2022,2024,386.0,105.0,1,3,True,False,,True,False,False,False,False,True,False,True,69,False,missing_or_suppressed_table1_outcome
IL,17155,,3,3,2022,2024,613.0,188.0,0,3,False,False,,True,False,False,False,False,True,True,True,160,False,included_by_current_sample_rule
IL,17157,,3,3,2022,2024,1708.0,535.0,0,3,False,False,,True,False,False,False,False,True,True,True,618,False,included_by_current_sample_rule
IL,17159,,3,3,2022,2024,1745.0,561.0,0,3,False,False,,True,False,False,False,False,True,True,True,638,False,included_by_current_sample_rule
IL,17161,,3,3,2022,2024,8239.0,2496.0,0,3,False,False,,True,False,False,False,False,True,True,True,1592,False,included_by_current_sample_rule
IL,17163,,3,3,2022,2024,15786.0,4572.0,0,3,False,False,,True,False,False,False,False,True,True,True,1832,False,included_by_current_sample_rule
IL,17165,,3,3,2022,2024,1557.0,470.0,0,3,False,False,,True,False,False,False,False,True,True,True,572,False,included_by_current_sample_rule
IL,17167,,3,3,2022,2024,12959.0,3909.0,0,3,False,False,,True,False,False,False,False,True,True,True,1777,False,included_by_current_sample_rule
IL,17169,,3,3,2022,2024,646.0,190.0,0,3,False,False,,True,False,False,False,False,True,True,True,168,False,included_by_current_sample_rule
IL,17171,,3,3,2022,2024,426.0,132.0,0,3,False,False,,True,False,False,False,False,True,True,True,85,False,included_by_current_sample_rule
IL,17173,,3,3,2022,2024,2405.0,764.0,0,3,False,False,,True,False,False,False,False,True,True,True,827,False,included_by_current_sample_rule
IL,17175,,3,3,2022,2024,569.0,184.0,0,3,False,False,,True,False,False,False,False,True,True,True,139,False,included_by_current_sample_rule
IL,17177,,3,3,2022,2024,4566.0,1401.0,0,3,False,False,,True,False,False,False,False,True,True,True,1285,False,included_by_current_sample_rule
IL,17179,,3,3,2022,2024,8601.0,2678.0,0,3,False,False,,True,False,False,False,False,True,True,True,1623,False,included_by_current_sample_rule
IL,17181,,3,3,2022,2024,1169.0,346.0,0,3,False,False,,True,False,False,False,False,True,True,True,401,False,included_by_current_sample_rule
IL,17183,,3,3,2022,2024,4626.0,1365.0,0,3,False,False,,True,False,False,False,False,True,True,True,1297,False,included_by_current_sample_rule
IL,17185,,3,3,2022,2024,1119.0,340.0,0,3,False,False,,True,False,False,False,False,True,True,True,383,False,included_by_current_sample_rule
IL,17187,,3,3,2022,2024,1349.0,441.0,0,3,False,False,,True,False,False,False,False,True,True,True,483,False,included_by_current_sample_rule
IL,17189,,3,3,2022,2024,1463.0,454.0,0,3,False,False,,True,False,False,False,False,True,True,True,530,False,included_by_current_sample_rule
IL,17191,,3,3,2022,2024,1410.0,413.0,0,3,False,False,,True,False,False,False,False,True,True,True,508,False,included_by_current_sample_rule
IL,17193,,3,3,2022,2024,1521.0,463.0,0,3,False,False,,True,False,False,False,False,True,True,True,556,False,included_by_current_sample_rule
IL,17195,,3,3,2022,2024,4574.0,1367.0,0,3,False,False,,True,False,False,False,False,True,True,True,1289,False,included_by_current_sample_rule
IL,17197,,3,3,2022,2024,57044.0,18071.0,0,3,False,False,,True,False,False,False,False,True,True,True,2084,False,included_by_current_sample_rule
IL,17199,,3,3,2022,2024,4712.0,1371.0,0,3,False,False,,True,False,False,False,False,True,True,True,1309,False,included_by_current_sample_rule
IL,17201,,3,3,2022,2024,20986.0,6792.0,0,3,False,False,,True,False,False,False,False,True,True,True,1921,False,included_by_current_sample_rule
IL,17203,,3,3,2022,2024,2676.0,860.0,0,3,False,False,,True,False,False,False,False,True,True,True,908,False,included_by_current_sample_rule
IN,18001,,3,3,2022,2024,2899.0,772.0,0,3,False,False,,True,False,False,False,False,True,True,True,959,False,included_by_current_sample_rule
IN,18003,,3,3,2022,2024,37552.0,9220.0,0,3,False,False,,True,False,False,False,False,True,True,True,2022,False,included_by_current_sample_rule
IN,18005,,3,3,2022,2024,6791.0,1590.0,0,3,False,False,,True,False,False,False,False,True,True,True,1486,False,included_by_current_sample_rule
IN,18007,,3,3,2022,2024,855.0,250.0,0,3,False,False,,True,False,False,False,False,True,True,True,273,False,included_by_current_sample_rule
IN,18009,,3,3,2022,2024,1107.0,249.0,0,3,False,False,,True,False,False,False,False,True,True,True,374,False,included_by_current_sample_rule
IN,18011,,3,3,2022,2024,8941.0,2352.0,0,3,False,False,,True,False,False,False,False,True,True,True,1634,False,included_by_current_sample_rule
IN,18013,,3,3,2022,2024,2181.0,590.0,0,3,False,False,,True,False,False,False,False,True,True,True,769,False,included_by_current_sample_rule
IN,18015,,3,3,2022,2024,2478.0,519.0,0,3,False,False,,True,False,False,False,False,True,True,True,842,False,included_by_current_sample_rule
IN,18017,,3,3,2022,2024,3127.0,736.0,0,3,False,False,,True,False,False,False,False,True,True,True,1019,False,included_by_current_sample_rule
IN,18019,,3,3,2022,2024,10230.0,2518.0,0,3,False,False,,True,False,False,False,False,True,True,True,1691,False,included_by_current_sample_rule
IN,18021,,3,3,2022,2024,2800.0,588.0,0,3,False,False,,True,False,False,False,False,True,True,True,936,False,included_by_current_sample_rule
IN,18023,,3,3,2022,2024,2503.0,637.0,0,3,False,False,,True,False,False,False,False,True,True,True,852,False,included_by_current_sample_rule
IN,18025,,3,3,2022,2024,1078.0,246.0,0,3,False,False,,True,False,False,False,False,True,True,True,356,False,included_by_current_sample_rule
IN,18027,,3,3,2022,2024,2569.0,630.0,0,3,False,False,,True,False,False,False,False,True,True,True,874,False,included_by_current_sample_rule
IN,18029,,3,3,2022,2024,3750.0,948.0,0,3,False,False,,True,False,False,False,False,True,True,True,1129,False,included_by_current_sample_rule
IN,18031,,3,3,2022,2024,2894.0,692.0,0,3,False,False,,True,False,False,False,False,True,True,True,958,False,included_by_current_sample_rule
IN,18033,,3,3,2022,2024,4021.0,1004.0,0,3,False,False,,True,False,False,False,False,True,True,True,1186,False,included_by_current_sample_rule
IN,18035,,3,3,2022,2024,9509.0,2146.0,0,3,False,False,,True,False,False,False,False,True,True,True,1668,False,included_by_current_sample_rule
IN,18037,,3,3,2022,2024,4261.0,1066.0,0,3,False,False,,True,False,False,False,False,True,True,True,1231,False,included_by_current_sample_rule
IN,18039,,3,3,2022,2024,18608.0,3912.0,0,3,False,False,,True,False,False,False,False,True,True,True,1893,False,included_by_current_sample_rule
IN,18041,,3,3,2022,2024,1880.0,393.0,0,3,False,False,,True,False,False,False,False,True,True,True,677,False,included_by_current_sample_rule
IN,18043,,3,3,2022,2024,6506.0,1849.0,0,3,False,False,,True,False,False,False,False,True,True,True,1460,False,included_by_current_sample_rule
IN,18045,,3,3,2022,2024,1537.0,388.0,0,3,False,False,,True,False,False,False,False,True,True,True,563,False,included_by_current_sample_rule
IN,18047,,3,3,2022,2024,2286.0,609.0,0,3,False,False,,True,False,False,False,False,True,True,True,799,False,included_by_current_sample_rule
IN,18049,,3,3,2022,2024,1938.0,517.0,0,3,False,False,,True,False,False,False,False,True,True,True,697,False,included_by_current_sample_rule
IN,18051,,3,3,2022,2024,2641.0,672.0,0,3,False,False,,True,False,False,False,False,True,True,True,898,False,included_by_current_sample_rule
IN,18053,,3,3,2022,2024,4872.0,998.0,0,3,False,False,,True,False,False,False,False,True,True,True,1326,False,included_by_current_sample_rule
IN,18055,,3,3,2022,2024,2767.0,608.0,0,3,False,False,,True,False,False,False,False,True,True,True,926,False,included_by_current_sample_rule
IN,18057,,3,3,2022,2024,49891.0,13511.0,0,3,False,False,,True,False,False,False,False,True,True,True,2063,False,included_by_current_sample_rule
IN,18059,,3,3,2022,2024,10632.0,2608.0,0,3,False,False,,True,False,False,False,False,True,True,True,1705,False,included_by_current_sample_rule
IN,18061,,3,3,2022,2024,2956.0,822.0,0,3,False,False,,True,False,False,False,False,True,True,True,977,False,included_by_current_sample_rule
IN,18063,,3,3,2022,2024,17784.0,4718.0,0,3,False,False,,True,False,False,False,False,True,True,True,1879,False,included_by_current_sample_rule
IN,18065,,3,3,2022,2024,3482.0,851.0,0,3,False,False,,True,False,False,False,False,True,True,True,1086,False,included_by_current_sample_rule
IN,18067,,3,3,2022,2024,6691.0,1476.0,0,3,False,False,,True,False,False,False,False,True,True,True,1478,False,included_by_current_sample_rule
IN,18069,,3,3,2022,2024,3179.0,835.0,0,3,False,False,,True,False,False,False,False,True,True,True,1031,False,included_by_current_sample_rule
IN,18071,,3,3,2022,2024,3880.0,969.0,0,3,False,False,,True,False,False,False,False,True,True,True,1163,False,included_by_current_sample_rule
IN,18073,,3,3,2022,2024,2522.0,636.0,0,3,False,False,,True,False,False,False,False,True,True,True,865,False,included_by_current_sample_rule
IN,18075,,3,3,2022,2024,1880.0,504.0,0,3,False,False,,True,False,False,False,False,True,True,True,678,False,included_by_current_sample_rule
IN,18077,,3,3,2022,2024,2941.0,665.0,0,3,False,False,,True,False,False,False,False,True,True,True,972,False,included_by_current_sample_rule
IN,18079,,3,3,2022,2024,2253.0,519.0,0,3,False,False,,True,False,False,False,False,True,True,True,781,False,included_by_current_sample_rule
IN,18081,,3,3,2022,2024,17925.0,4899.0,0,3,False,False,,True,False,False,False,False,True,True,True,1881,False,included_by_current_sample_rule
IN,18083,,3,3,2022,2024,3858.0,1016.0,0,3,False,False,,True,False,False,False,False,True,True,True,1158,False,included_by_current_sample_rule
IN,18085,,3,3,2022,2024,7814.0,1978.0,0,3,False,False,,True,False,False,False,False,True,True,True,1566,False,included_by_current_sample_rule
IN,18087,,3,3,2022,2024,2195.0,595.0,0,3,False,False,,True,False,False,False,False,True,True,True,772,False,included_by_current_sample_rule
IN,18089,,3,3,2022,2024,37360.0,8746.0,0,3,False,False,,True,False,False,False,False,True,True,True,2021,False,included_by_current_sample_rule
IN,18091,,3,3,2022,2024,9459.0,2471.0,0,3,False,False,,True,False,False,False,False,True,True,True,1663,False,included_by_current_sample_rule
IN,18093,,3,3,2022,2024,3837.0,888.0,0,3,False,False,,True,False,False,False,False,True,True,True,1150,False,included_by_current_sample_rule
IN,18095,,3,3,2022,2024,11278.0,2614.0,0,3,False,False,,True,False,False,False,False,True,True,True,1725,False,included_by_current_sample_rule
IN,18097,,3,3,2022,2024,107479.0,23147.0,0,3,False,False,,True,False,False,False,False,True,True,True,2129,False,included_by_current_sample_rule
IN,18099,,3,3,2022,2024,4000.0,1065.0,0,3,False,False,,True,False,False,False,False,True,True,True,1182,False,included_by_current_sample_rule
IN,18101,,3,3,2022,2024,674.0,180.0,0,3,False,False,,True,False,False,False,False,True,True,True,185,False,included_by_current_sample_rule
IN,18103,,3,3,2022,2024,2616.0,683.0,0,3,False,False,,True,False,False,False,False,True,True,True,889,False,included_by_current_sample_rule
IN,18105,,3,3,2022,2024,13577.0,3825.0,0,3,False,False,,True,False,False,False,False,True,True,True,1789,False,included_by_current_sample_rule
IN,18107,,3,3,2022,2024,3174.0,877.0,0,3,False,False,,True,False,False,False,False,True,True,True,1029,False,included_by_current_sample_rule
IN,18109,,3,3,2022,2024,6061.0,1622.0,0,3,False,False,,True,False,False,False,False,True,True,True,1425,False,included_by_current_sample_rule
IN,18111,,3,3,2022,2024,911.0,233.0,0,3,False,False,,True,False,False,False,False,True,True,True,294,False,included_by_current_sample_rule
IN,18113,,3,3,2022,2024,4068.0,1085.0,0,3,False,False,,True,False,False,False,False,True,True,True,1195,False,included_by_current_sample_rule
IN,18115,,3,3,2022,2024,371.0,85.0,0,3,False,False,,True,False,False,False,False,True,True,True,66,False,included_by_current_sample_rule
IN,18117,,3,3,2022,2024,1634.0,427.0,0,3,False,False,,True,False,False,False,False,True,True,True,588,False,included_by_current_sample_rule
IN,18119,,3,3,2022,2024,1641.0,427.0,0,3,False,False,,True,False,False,False,False,True,True,True,591,False,included_by_current_sample_rule
IN,18121,,3,3,2022,2024,1387.0,340.0,0,3,False,False,,True,False,False,False,False,True,True,True,498,False,included_by_current_sample_rule
IN,18123,,3,3,2022,2024,1368.0,345.0,0,3,False,False,,True,False,False,False,False,True,True,True,492,False,included_by_current_sample_rule
IN,18125,,3,3,2022,2024,857.0,220.0,0,3,False,False,,True,False,False,False,False,True,True,True,274,False,included_by_current_sample_rule
IN,18127,,3,3,2022,2024,12988.0,3754.0,0,3,False,False,,True,False,False,False,False,True,True,True,1778,False,included_by_current_sample_rule
IN,18129,,3,3,2022,2024,2051.0,544.0,0,3,False,False,,True,False,False,False,False,True,True,True,732,False,included_by_current_sample_rule
IN,18131,,3,3,2022,2024,1326.0,376.0,0,3,False,False,,True,False,False,False,False,True,True,True,475,False,included_by_current_sample_rule
IN,18133,,3,3,2022,2024,2649.0,697.0,0,3,False,False,,True,False,False,False,False,True,True,True,903,False,included_by_current_sample_rule
IN,18135,,3,3,2022,2024,1847.0,440.0,0,3,False,False,,True,False,False,False,False,True,True,True,667,False,included_by_current_sample_rule
IN,18137,,3,3,2022,2024,2571.0,697.0,0,3,False,False,,True,False,False,False,False,True,True,True,875,False,included_by_current_sample_rule
IN,18139,,3,3,2022,2024,2179.0,590.0,0,3,False,False,,True,False,False,False,False,True,True,True,766,False,included_by_current_sample_rule
IN,18141,,3,3,2022,2024,26248.0,6456.0,0,3,False,False,,True,False,False,False,False,True,True,True,1968,False,included_by_current_sample_rule
IN,18143,,3,3,2022,2024,1818.0,441.0,0,3,False,False,,True,False,False,False,False,True,True,True,661,False,included_by_current_sample_rule
IN,18145,,3,3,2022,2024,3850.0,1078.0,0,3,False,False,,True,False,False,False,False,True,True,True,1153,False,included_by_current_sample_rule
IN,18147,,3,3,2022,2024,1728.0,445.0,0,3,False,False,,True,False,False,False,False,True,True,True,629,False,included_by_current_sample_rule
IN,18149,,3,3,2022,2024,1999.0,510.0,0,3,False,False,,True,False,False,False,False,True,True,True,716,False,included_by_current_sample_rule
IN,18151,,3,3,2022,2024,3770.0,1102.0,0,3,False,False,,True,False,False,False,False,True,True,True,1134,False,included_by_current_sample_rule
IN,18153,,3,3,2022,2024,1407.0,381.0,0,3,False,False,,True,False,False,False,False,True,True,True,505,False,included_by_current_sample_rule
IN,18155,,3,3,2022,2024,598.0,141.0,0,3,False,False,,True,False,False,False,False,True,True,True,152,False,included_by_current_sample_rule
IN,18157,,3,3,2022,2024,13309.0,3424.0,0,3,False,False,,True,False,False,False,False,True,True,True,1783,False,included_by_current_sample_rule
IN,18159,,3,3,2022,2024,1269.0,359.0,0,3,False,False,,True,False,False,False,False,True,True,True,450,False,included_by_current_sample_rule
IN,18161,,3,3,2022,2024,816.0,134.0,0,3,False,False,,True,False,False,False,False,True,True,True,252,False,included_by_current_sample_rule
IN,18163,,3,3,2022,2024,17766.0,4160.0,0,3,False,False,,True,False,False,False,False,True,True,True,1878,False,included_by_current_sample_rule
IN,18165,,3,3,2022,2024,1108.0,291.0,0,3,False,False,,True,False,False,False,False,True,True,True,375,False,included_by_current_sample_rule
IN,18167,,3,3,2022,2024,8101.0,1843.0,0,3,False,False,,True,False,False,False,False,True,True,True,1585,False,included_by_current_sample_rule
IN,18169,,3,3,2022,2024,2880.0,702.0,0,3,False,False,,True,False,False,False,False,True,True,True,954,False,included_by_current_sample_rule
IN,18171,,3,3,2022,2024,756.0,202.0,0,3,False,False,,True,False,False,False,False,True,True,True,224,False,included_by_current_sample_rule
IN,18173,,3,3,2022,2024,6088.0,1707.0,0,3,False,False,,True,False,False,False,False,True,True,True,1427,False,included_by_current_sample_rule
IN,18175,,3,3,2022,2024,2849.0,802.0,0,3,False,False,,True,False,False,False,False,True,True,True,947,False,included_by_current_sample_rule
IN,18177,,3,3,2022,2024,4090.0,925.0,0,3,False,False,,True,False,False,False,False,True,True,True,1200,False,included_by_current_sample_rule
IN,18179,,3,3,2022,2024,2604.0,727.0,0,3,False,False,,True,False,False,False,False,True,True,True,887,False,included_by_current_sample_rule
IN,18181,,3,3,2022,2024,2328.0,620.0,0,3,False,False,,True,False,False,False,False,True,True,True,811,False,included_by_current_sample_rule
IN,18183,,3,3,2022,2024,2843.0,797.0,0,3,False,False,,True,False,False,False,False,True,True,True,945,False,included_by_current_sample_rule
KS,20001,,3,3,2022,2024,2107.0,527.0,0,3,False,False,,True,False,False,False,False,True,True,True,745,False,included_by_current_sample_rule
KS,20003,,3,3,2022,2024,1104.0,313.0,0,3,False,False,,True,False,False,False,False,True,True,True,369,False,included_by_current_sample_rule
KS,20005,,3,3,2022,2024,1953.0,457.0,0,3,False,False,,True,False,False,False,False,True,True,True,706,False,included_by_current_sample_rule
KS,20007,,3,3,2022,2024,799.0,221.0,0,3,False,False,,True,False,False,False,False,True,True,True,247,False,included_by_current_sample_rule
KS,20009,,3,3,2022,2024,3216.0,837.0,0,3,False,False,,True,False,False,False,False,True,True,True,1040,False,included_by_current_sample_rule
KS,20011,,3,3,2022,2024,2350.0,574.0,0,3,False,False,,True,False,False,False,False,True,True,True,815,False,included_by_current_sample_rule
KS,20013,,3,3,2022,2024,1192.0,320.0,0,3,False,False,,True,False,False,False,False,True,True,True,414,False,included_by_current_sample_rule
KS,20015,,3,3,2022,2024,9609.0,2632.0,0,3,False,False,,True,False,False,False,False,True,True,True,1671,False,included_by_current_sample_rule
KS,20017,,3,3,2022,2024,358.0,104.0,0,3,False,False,,True,False,False,False,False,True,True,True,62,False,included_by_current_sample_rule
KS,20019,,3,3,2022,2024,495.0,133.0,0,3,False,False,,True,False,False,False,False,True,True,True,108,False,included_by_current_sample_rule
KS,20021,,3,3,2022,2024,2468.0,474.0,0,3,False,False,,True,False,False,False,False,True,True,True,840,False,included_by_current_sample_rule
KS,20023,,3,3,2022,2024,542.0,146.0,0,3,False,False,,True,False,False,False,False,True,True,True,129,False,included_by_current_sample_rule
KS,20025,,3,3,2022,2024,264.0,66.0,2,3,True,False,,True,False,False,False,False,True,False,True,34,False,missing_or_suppressed_table1_outcome
