year,state,raw_qhp_landscape_rows,rows_after_healthcaregov_state_filter,rows_after_individual_market_filter,rows_after_dental_exclusion,rows_after_metal_silver_filter,rows_after_child_only_exclusion,rows_after_valid_premium_filter,unique_counties,unique_plan_ids,unique_standard_component_ids,unique_issuers,duplicate_county_plan_rows,duplicate_county_standard_component_rows,missing_age_40_premium_rows,missing_ehb_percent_total_premium_rows,rows_with_ehb_percent_total_premium_lt_1,rows_with_ehb_percent_total_premium_gt_1,rows_with_anomalous_premiums,counties_with_fewer_than_2_silver_plans,counties_with_exactly_2_silver_plans,counties_with_more_than_2_silver_plans,source_file,notes
2021,KY,2077,2077,2077,2077,960,960,960,120,16,16,2,0,0,0,0,282,0,0,0,0,120,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2021\PY2021_Medi-Indi-Land-08_04_2021.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2021,LA,1175,1175,1175,1175,460,460,460,64,27,27,4,0,0,0,0,71,0,0,0,0,64,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2021\PY2021_Medi-Indi-Land-08_04_2021.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2021,ME,536,536,536,536,222,222,222,16,23,23,3,0,0,0,0,222,0,0,0,0,16,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2021\PY2021_Medi-Indi-Land-08_04_2021.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2021,MI,2931,2931,2931,2931,1254,1254,1254,83,57,57,9,0,0,0,0,291,0,0,0,15,68,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2021\PY2021_Medi-Indi-Land-08_04_2021.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2021,MO,3520,3520,3520,3520,1678,1678,1678,115,58,58,8,0,0,0,0,322,0,0,0,0,115,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2021\PY2021_Medi-Indi-Land-08_04_2021.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2021,MS,1804,1804,1804,1804,738,738,738,82,14,14,2,0,0,0,0,246,0,0,0,0,82,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2021\PY2021_Medi-Indi-Land-08_04_2021.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2021,MT,1253,1253,1253,1253,399,399,399,56,17,17,3,0,0,0,0,112,0,0,0,0,56,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2021\PY2021_Medi-Indi-Land-08_04_2021.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2021,NC,2884,2884,2884,2884,1186,1186,1186,100,69,69,6,0,0,0,0,268,0,0,0,2,98,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2021\PY2021_Medi-Indi-Land-08_04_2021.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2021,ND,1265,1265,1265,1265,335,335,335,53,10,10,3,0,0,0,0,0,0,0,0,0,53,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2021\PY2021_Medi-Indi-Land-08_04_2021.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2021,NE,1976,1976,1976,1976,512,512,512,93,12,12,2,0,0,0,0,0,0,0,0,0,93,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2021\PY2021_Medi-Indi-Land-08_04_2021.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2021,NH,340,340,340,340,165,165,165,10,17,17,3,0,0,0,0,125,0,0,0,0,10,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2021\PY2021_Medi-Indi-Land-08_04_2021.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2021,NM,1254,1254,1254,1254,396,396,396,33,24,24,5,0,0,0,0,66,0,0,0,0,33,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2021\PY2021_Medi-Indi-Land-08_04_2021.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2021,OH,4779,4779,4779,4779,2334,2334,2334,88,91,91,10,0,0,0,0,607,0,0,0,0,88,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2021\PY2021_Medi-Indi-Land-08_04_2021.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2021,OK,1289,1289,1289,1289,283,283,283,77,29,29,6,0,0,0,0,12,0,0,0,11,66,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2021\PY2021_Medi-Indi-Land-08_04_2021.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2021,OR,1130,1130,1130,1130,358,358,358,36,29,29,6,0,0,0,0,358,0,0,0,0,36,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2021\PY2021_Medi-Indi-Land-08_04_2021.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2021,SC,1985,1985,1985,1985,954,954,954,46,33,33,4,0,0,0,0,183,0,0,0,0,46,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2021\PY2021_Medi-Indi-Land-08_04_2021.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2021,SD,1026,1026,1026,1026,411,411,411,66,11,11,2,0,0,0,0,0,0,0,0,0,66,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2021\PY2021_Medi-Indi-Land-08_04_2021.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2021,TN,3562,3562,3562,3562,1878,1878,1878,95,75,75,6,0,0,0,0,657,0,0,0,14,81,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2021\PY2021_Medi-Indi-Land-08_04_2021.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2021,TX,8858,8858,8858,8858,3823,3823,3823,254,141,141,10,0,0,0,0,1702,0,0,0,37,217,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2021\PY2021_Medi-Indi-Land-08_04_2021.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2021,UT,1091,1091,1091,1091,322,322,322,29,22,22,6,0,0,0,0,157,0,0,0,0,29,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2021\PY2021_Medi-Indi-Land-08_04_2021.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2021,VA,2183,2183,2183,2183,747,747,747,133,31,31,9,0,0,0,0,259,0,0,0,53,80,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2021\PY2021_Medi-Indi-Land-08_04_2021.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2021,WI,3110,3110,3110,3110,1136,1136,1136,72,92,92,14,0,0,0,0,281,0,0,0,0,72,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2021\PY2021_Medi-Indi-Land-08_04_2021.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2021,WV,1155,1155,1155,1155,495,495,495,55,9,9,2,0,0,0,0,220,0,0,0,0,55,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2021\PY2021_Medi-Indi-Land-08_04_2021.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2021,WY,368,368,368,368,115,115,115,23,5,5,2,0,0,0,0,0,0,0,0,0,23,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2021\PY2021_Medi-Indi-Land-08_04_2021.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,AK,262,262,262,262,73,73,73,30,3,3,2,0,0,0,0,73,0,0,0,17,13,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,AL,615,615,615,615,198,198,198,67,12,12,3,0,0,0,0,6,0,0,0,53,14,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,AR,3541,3541,3541,3541,1667,1667,1667,75,30,30,6,0,0,0,0,1667,0,0,0,0,75,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,AZ,612,612,612,612,277,277,277,15,93,93,8,0,0,0,0,68,0,0,0,0,15,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,DE,39,39,39,39,9,9,9,3,3,3,1,0,0,0,0,3,0,0,0,0,3,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,FL,6755,6755,6755,6755,2724,2724,2724,67,208,208,14,0,0,0,0,586,0,0,0,0,67,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,GA,11751,11751,11751,11751,5301,5301,5301,159,115,115,11,0,0,0,0,2107,0,0,0,0,159,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,HI,90,90,90,90,20,20,20,5,4,4,2,0,0,0,0,20,0,0,0,0,5,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,IA,2378,2378,2378,2378,580,580,580,99,17,17,3,0,0,0,0,0,0,0,0,0,99,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,IL,2609,2609,2609,2609,941,941,941,102,94,94,11,0,0,0,0,941,0,0,0,1,101,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,IN,4000,4000,4000,4000,1967,1967,1967,92,26,26,4,0,0,0,0,918,0,0,0,0,92,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,KS,3913,3913,3913,3913,1511,1511,1511,105,44,44,7,0,0,0,0,455,0,0,0,0,105,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,LA,1739,1739,1739,1739,689,689,689,64,42,42,6,0,0,0,0,141,0,0,0,0,64,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,MI,3566,3566,3566,3566,1431,1431,1431,83,71,71,10,0,0,0,0,214,0,0,0,15,68,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,MO,5083,5083,5083,5083,2086,2086,2086,115,72,72,9,0,0,0,0,534,0,0,0,0,115,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,MS,3552,3552,3552,3552,1638,1638,1638,82,24,24,4,0,0,0,0,550,0,0,0,0,82,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,MT,1486,1486,1486,1486,458,458,458,56,17,17,3,0,0,0,0,112,0,0,0,0,56,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,NC,6227,6227,6227,6227,2497,2497,2497,100,144,144,10,0,0,0,0,384,0,0,0,0,100,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,ND,1265,1265,1265,1265,335,335,335,53,10,10,3,0,0,0,0,0,0,0,0,0,53,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,NE,6758,6758,6758,6758,2226,2226,2226,93,37,37,4,0,0,0,0,223,0,0,0,0,93,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,NH,429,429,429,429,185,185,185,10,19,19,3,0,0,0,0,75,0,0,0,0,10,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,OH,6428,6428,6428,6428,2989,2989,2989,88,129,129,10,0,0,0,0,692,0,0,0,0,88,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,OK,1965,1965,1965,1965,490,490,490,77,52,52,8,0,0,0,0,43,0,0,0,0,77,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,OR,1478,1478,1478,1478,497,497,497,36,27,27,6,0,0,0,0,497,0,0,0,0,36,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,SC,2475,2475,2475,2475,1081,1081,1081,46,45,45,4,0,0,0,0,307,0,0,0,0,46,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,SD,1170,1170,1170,1170,480,480,480,66,13,13,2,0,0,0,0,0,0,0,0,0,66,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,TN,5792,5792,5792,5792,2414,2414,2414,95,93,93,6,0,0,0,0,549,0,0,0,0,95,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,TX,12955,12955,12955,12955,4935,4935,4935,254,261,261,16,0,0,0,0,1871,0,0,0,0,254,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,UT,1240,1240,1240,1240,404,404,404,29,37,37,7,0,0,0,0,122,0,0,0,0,29,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,VA,3621,3621,3621,3621,1215,1215,1215,133,56,56,12,0,0,0,0,167,0,0,0,33,100,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,WI,4393,4393,4393,4393,1507,1507,1507,72,123,123,14,0,0,0,0,496,0,0,0,0,72,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,WV,1210,1210,1210,1210,495,495,495,55,9,9,2,0,0,0,0,220,0,0,0,0,55,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2022,WY,483,483,483,483,184,184,184,23,8,8,2,0,0,0,0,0,0,0,0,0,23,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2022\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,AK,361,361,361,361,86,86,86,30,4,4,2,0,0,0,0,86,0,0,0,17,13,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,AL,1464,1464,1464,1464,509,509,509,67,17,17,3,0,0,0,0,81,0,0,0,0,67,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,AR,3825,3825,3825,3825,1875,1875,1875,75,25,25,5,0,0,0,0,975,0,0,0,0,75,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,AZ,780,780,780,780,315,315,315,15,98,98,8,0,0,0,0,57,0,0,0,0,15,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,DE,90,90,90,90,24,24,24,3,8,8,3,0,0,0,0,3,0,0,0,0,3,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,FL,7878,7878,7878,7878,2774,2774,2774,67,197,197,15,0,0,0,0,477,0,0,0,0,67,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,GA,14921,14921,14921,14921,5640,5640,5640,159,126,126,10,0,0,0,0,1658,0,0,0,0,159,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,HI,110,110,110,110,25,25,25,5,5,5,2,0,0,0,0,25,0,0,0,0,5,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,IA,2503,2503,2503,2503,630,630,630,99,18,18,3,0,0,0,0,0,0,0,0,0,99,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,IL,3644,3644,3644,3644,1160,1160,1160,102,121,121,11,0,0,0,0,1160,0,0,0,0,102,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,IN,5396,5396,5396,5396,2180,2180,2180,92,36,36,5,0,0,0,0,644,0,0,0,0,92,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
2023,KS,4665,4665,4665,4665,1630,1630,1630,105,46,46,8,0,0,0,0,385,0,0,0,0,105,D:\GlobalHealthPolicy Dropbox\Fan Bowei\InsuranceStudy\zero_premium_project\data\raw\qhp_landscape\2023\individual_market_medical.zip,QHP Landscape medical individual file; individual/dental filters are structural unless explicit fields exist.
