variant_name,issuer_concept,zero_threshold_rule,ehb_rule,current_plan_lookup_rule,pooled_any_turnover_county_years,pooled_across_issuer_turnover_county_years,pooled_within_issuer_turnover_county_years,pooled_any_turnover_enrollee_years_millions,pooled_across_issuer_enrollee_years_millions,difference_vs_drake_any_count,difference_vs_drake_across_count,difference_vs_drake_any_enrollee_millions,difference_vs_drake_across_enrollee_millions,by_year_2022_any,by_year_2023_any,by_year_2024_any,by_year_2022_across,by_year_2023_across,by_year_2024_across,constructible_county_years,notes,whether_supported_by_drake_text
ehb_named_states_only,crosswalk_issuer_only,cent_threshold_zero,Apply non-EHB residual only in states specifically named in Supplement 1: IL and OR.,silver_panel,4344,123,4237,29.269052,1.192653,-108,-88,0.8690519999999999,0.3926529999999999,1654,1390,1300,96,13,14,6477,Supplement says non-EHB matters in a minority of states including Illinois and Oregon; it does not prove the list is exhaustive.,plausible
ehb_named_states_only,plan_panel_issuer_only,cent_threshold_zero,Apply non-EHB residual only in states specifically named in Supplement 1: IL and OR.,silver_panel,4344,123,4237,29.269052,1.192653,-108,-88,0.8690519999999999,0.3926529999999999,1654,1390,1300,96,13,14,6477,Supplement says non-EHB matters in a minority of states including Illinois and Oregon; it does not prove the list is exhaustive.,plausible
ehb_named_states_only,plan_id_prefix,cent_threshold_zero,Apply non-EHB residual only in states specifically named in Supplement 1: IL and OR.,silver_panel,4344,123,4237,29.269052,1.192653,-108,-88,0.8690519999999999,0.3926529999999999,1654,1390,1300,96,13,14,6477,Supplement says non-EHB matters in a minority of states including Illinois and Oregon; it does not prove the list is exhaustive.,plausible
ehb_only_when_ehb_percent_less_than_100,plan_panel_preferred,cent_threshold_zero,Apply EHB/non-EHB split only when EHBPercentTotalPremium is present and less than 100%; otherwise gross benchmark logic.,all_metal_panel,4218,107,4118,28.18419,0.524394,-234,-104,-0.21580999999999761,-0.275606,1632,1256,1330,88,5,14,6477,Distinguishes observed less-than-100 EHB shares from missing EHB percent.,plausible
ehb_only_when_ehb_percent_less_than_100,crosswalk_issuer_only,cent_threshold_zero,Apply EHB/non-EHB split only when EHBPercentTotalPremium is present and less than 100%; otherwise gross benchmark logic.,all_metal_panel,4218,107,4118,28.18419,0.524394,-234,-104,-0.21580999999999761,-0.275606,1632,1256,1330,88,5,14,6477,Distinguishes observed less-than-100 EHB shares from missing EHB percent.,plausible
ehb_only_when_ehb_percent_less_than_100,plan_panel_issuer_only,cent_threshold_zero,Apply EHB/non-EHB split only when EHBPercentTotalPremium is present and less than 100%; otherwise gross benchmark logic.,all_metal_panel,4218,107,4118,28.18419,0.524394,-234,-104,-0.21580999999999761,-0.275606,1632,1256,1330,88,5,14,6477,Distinguishes observed less-than-100 EHB shares from missing EHB percent.,plausible
ehb_only_when_ehb_percent_less_than_100,plan_id_prefix,cent_threshold_zero,Apply EHB/non-EHB split only when EHBPercentTotalPremium is present and less than 100%; otherwise gross benchmark logic.,all_metal_panel,4218,107,4118,28.18419,0.524394,-234,-104,-0.21580999999999761,-0.275606,1632,1256,1330,88,5,14,6477,Distinguishes observed less-than-100 EHB shares from missing EHB percent.,plausible
ehb_only_when_ehb_percent_less_than_100,plan_panel_preferred,cent_threshold_zero,Apply EHB/non-EHB split only when EHBPercentTotalPremium is present and less than 100%; otherwise gross benchmark logic.,silver_panel,4218,107,4118,28.18419,0.524394,-234,-104,-0.21580999999999761,-0.275606,1632,1256,1330,88,5,14,6477,Distinguishes observed less-than-100 EHB shares from missing EHB percent.,plausible
ehb_only_when_ehb_percent_less_than_100,crosswalk_issuer_only,cent_threshold_zero,Apply EHB/non-EHB split only when EHBPercentTotalPremium is present and less than 100%; otherwise gross benchmark logic.,silver_panel,4218,107,4118,28.18419,0.524394,-234,-104,-0.21580999999999761,-0.275606,1632,1256,1330,88,5,14,6477,Distinguishes observed less-than-100 EHB shares from missing EHB percent.,plausible
ehb_only_when_ehb_percent_less_than_100,plan_panel_issuer_only,cent_threshold_zero,Apply EHB/non-EHB split only when EHBPercentTotalPremium is present and less than 100%; otherwise gross benchmark logic.,silver_panel,4218,107,4118,28.18419,0.524394,-234,-104,-0.21580999999999761,-0.275606,1632,1256,1330,88,5,14,6477,Distinguishes observed less-than-100 EHB shares from missing EHB percent.,plausible
ehb_only_when_ehb_percent_less_than_100,plan_id_prefix,cent_threshold_zero,Apply EHB/non-EHB split only when EHBPercentTotalPremium is present and less than 100%; otherwise gross benchmark logic.,silver_panel,4218,107,4118,28.18419,0.524394,-234,-104,-0.21580999999999761,-0.275606,1632,1256,1330,88,5,14,6477,Distinguishes observed less-than-100 EHB shares from missing EHB percent.,plausible
ehb_missing_as_missing,plan_panel_preferred,cent_threshold_zero,EHB-adjusted in all states but set net premium missing when EHBPercentTotalPremium is missing.,all_metal_panel,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,Diagnostic for missing EHB percent handling.,diagnostic_only
ehb_missing_as_missing,crosswalk_issuer_only,cent_threshold_zero,EHB-adjusted in all states but set net premium missing when EHBPercentTotalPremium is missing.,all_metal_panel,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,Diagnostic for missing EHB percent handling.,diagnostic_only
ehb_missing_as_missing,plan_panel_issuer_only,cent_threshold_zero,EHB-adjusted in all states but set net premium missing when EHBPercentTotalPremium is missing.,all_metal_panel,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,Diagnostic for missing EHB percent handling.,diagnostic_only
ehb_missing_as_missing,plan_id_prefix,cent_threshold_zero,EHB-adjusted in all states but set net premium missing when EHBPercentTotalPremium is missing.,all_metal_panel,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,Diagnostic for missing EHB percent handling.,diagnostic_only
ehb_missing_as_missing,plan_panel_preferred,cent_threshold_zero,EHB-adjusted in all states but set net premium missing when EHBPercentTotalPremium is missing.,silver_panel,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,Diagnostic for missing EHB percent handling.,diagnostic_only
ehb_missing_as_missing,crosswalk_issuer_only,cent_threshold_zero,EHB-adjusted in all states but set net premium missing when EHBPercentTotalPremium is missing.,silver_panel,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,Diagnostic for missing EHB percent handling.,diagnostic_only
ehb_missing_as_missing,plan_panel_issuer_only,cent_threshold_zero,EHB-adjusted in all states but set net premium missing when EHBPercentTotalPremium is missing.,silver_panel,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,Diagnostic for missing EHB percent handling.,diagnostic_only
ehb_missing_as_missing,plan_id_prefix,cent_threshold_zero,EHB-adjusted in all states but set net premium missing when EHBPercentTotalPremium is missing.,silver_panel,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,Diagnostic for missing EHB percent handling.,diagnostic_only
rounded_to_dollars_zero,plan_panel_preferred,rounded_to_dollars_zero,Current all-state EHB-adjusted net premium.,all_metal_panel,4086,118,3983,27.812889,0.755478,-366,-93,-0.5871110000000002,-0.04452200000000006,1557,1311,1218,96,8,14,6477,Tests whether displayed whole-dollar zero classification could explain differences; not explicitly stated by Drake.,diagnostic_only
rounded_to_dollars_zero,crosswalk_issuer_only,rounded_to_dollars_zero,Current all-state EHB-adjusted net premium.,all_metal_panel,4086,118,3983,27.812889,0.755478,-366,-93,-0.5871110000000002,-0.04452200000000006,1557,1311,1218,96,8,14,6477,Tests whether displayed whole-dollar zero classification could explain differences; not explicitly stated by Drake.,diagnostic_only
rounded_to_dollars_zero,plan_panel_issuer_only,rounded_to_dollars_zero,Current all-state EHB-adjusted net premium.,all_metal_panel,4086,118,3983,27.812889,0.755478,-366,-93,-0.5871110000000002,-0.04452200000000006,1557,1311,1218,96,8,14,6477,Tests whether displayed whole-dollar zero classification could explain differences; not explicitly stated by Drake.,diagnostic_only
rounded_to_dollars_zero,plan_id_prefix,rounded_to_dollars_zero,Current all-state EHB-adjusted net premium.,all_metal_panel,4086,118,3983,27.812889,0.755478,-366,-93,-0.5871110000000002,-0.04452200000000006,1557,1311,1218,96,8,14,6477,Tests whether displayed whole-dollar zero classification could explain differences; not explicitly stated by Drake.,diagnostic_only
rounded_to_dollars_zero,plan_panel_preferred,rounded_to_dollars_zero,Current all-state EHB-adjusted net premium.,silver_panel,4086,118,3983,27.812889,0.755478,-366,-93,-0.5871110000000002,-0.04452200000000006,1557,1311,1218,96,8,14,6477,Tests whether displayed whole-dollar zero classification could explain differences; not explicitly stated by Drake.,diagnostic_only
rounded_to_dollars_zero,crosswalk_issuer_only,rounded_to_dollars_zero,Current all-state EHB-adjusted net premium.,silver_panel,4086,118,3983,27.812889,0.755478,-366,-93,-0.5871110000000002,-0.04452200000000006,1557,1311,1218,96,8,14,6477,Tests whether displayed whole-dollar zero classification could explain differences; not explicitly stated by Drake.,diagnostic_only
rounded_to_dollars_zero,plan_panel_issuer_only,rounded_to_dollars_zero,Current all-state EHB-adjusted net premium.,silver_panel,4086,118,3983,27.812889,0.755478,-366,-93,-0.5871110000000002,-0.04452200000000006,1557,1311,1218,96,8,14,6477,Tests whether displayed whole-dollar zero classification could explain differences; not explicitly stated by Drake.,diagnostic_only
rounded_to_dollars_zero,plan_id_prefix,rounded_to_dollars_zero,Current all-state EHB-adjusted net premium.,silver_panel,4086,118,3983,27.812889,0.755478,-366,-93,-0.5871110000000002,-0.04452200000000006,1557,1311,1218,96,8,14,6477,Tests whether displayed whole-dollar zero classification could explain differences; not explicitly stated by Drake.,diagnostic_only
cent_threshold_zero,plan_panel_preferred,cent_threshold_zero,Current all-state EHB-adjusted net premium.,all_metal_panel,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,Equivalent threshold to current_ehb_all_states; retained as explicit threshold diagnostic.,plausible
cent_threshold_zero,crosswalk_issuer_only,cent_threshold_zero,Current all-state EHB-adjusted net premium.,all_metal_panel,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,Equivalent threshold to current_ehb_all_states; retained as explicit threshold diagnostic.,plausible
cent_threshold_zero,plan_panel_issuer_only,cent_threshold_zero,Current all-state EHB-adjusted net premium.,all_metal_panel,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,Equivalent threshold to current_ehb_all_states; retained as explicit threshold diagnostic.,plausible
cent_threshold_zero,plan_id_prefix,cent_threshold_zero,Current all-state EHB-adjusted net premium.,all_metal_panel,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,Equivalent threshold to current_ehb_all_states; retained as explicit threshold diagnostic.,plausible
cent_threshold_zero,plan_panel_preferred,cent_threshold_zero,Current all-state EHB-adjusted net premium.,silver_panel,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,Equivalent threshold to current_ehb_all_states; retained as explicit threshold diagnostic.,plausible
cent_threshold_zero,crosswalk_issuer_only,cent_threshold_zero,Current all-state EHB-adjusted net premium.,silver_panel,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,Equivalent threshold to current_ehb_all_states; retained as explicit threshold diagnostic.,plausible
cent_threshold_zero,plan_panel_issuer_only,cent_threshold_zero,Current all-state EHB-adjusted net premium.,silver_panel,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,Equivalent threshold to current_ehb_all_states; retained as explicit threshold diagnostic.,plausible
cent_threshold_zero,plan_id_prefix,cent_threshold_zero,Current all-state EHB-adjusted net premium.,silver_panel,4188,107,4088,28.064756,0.524394,-264,-104,-0.33524399999999943,-0.275606,1624,1258,1306,88,5,14,6477,Equivalent threshold to current_ehb_all_states; retained as explicit threshold diagnostic.,plausible
strict_zero,plan_panel_preferred,strict_zero,Current all-state EHB-adjusted net premium.,all_metal_panel,4179,107,4079,28.060771,0.524394,-273,-104,-0.33922899999999956,-0.275606,1624,1253,1302,88,5,14,6477,Classifies zero only at <= 0; Drake does not state this strict floating-point rule.,diagnostic_only
strict_zero,crosswalk_issuer_only,strict_zero,Current all-state EHB-adjusted net premium.,all_metal_panel,4179,107,4079,28.060771,0.524394,-273,-104,-0.33922899999999956,-0.275606,1624,1253,1302,88,5,14,6477,Classifies zero only at <= 0; Drake does not state this strict floating-point rule.,diagnostic_only
strict_zero,plan_panel_issuer_only,strict_zero,Current all-state EHB-adjusted net premium.,all_metal_panel,4179,107,4079,28.060771,0.524394,-273,-104,-0.33922899999999956,-0.275606,1624,1253,1302,88,5,14,6477,Classifies zero only at <= 0; Drake does not state this strict floating-point rule.,diagnostic_only
strict_zero,plan_id_prefix,strict_zero,Current all-state EHB-adjusted net premium.,all_metal_panel,4179,107,4079,28.060771,0.524394,-273,-104,-0.33922899999999956,-0.275606,1624,1253,1302,88,5,14,6477,Classifies zero only at <= 0; Drake does not state this strict floating-point rule.,diagnostic_only
strict_zero,plan_panel_preferred,strict_zero,Current all-state EHB-adjusted net premium.,silver_panel,4179,107,4079,28.060771,0.524394,-273,-104,-0.33922899999999956,-0.275606,1624,1253,1302,88,5,14,6477,Classifies zero only at <= 0; Drake does not state this strict floating-point rule.,diagnostic_only
strict_zero,crosswalk_issuer_only,strict_zero,Current all-state EHB-adjusted net premium.,silver_panel,4179,107,4079,28.060771,0.524394,-273,-104,-0.33922899999999956,-0.275606,1624,1253,1302,88,5,14,6477,Classifies zero only at <= 0; Drake does not state this strict floating-point rule.,diagnostic_only
strict_zero,plan_panel_issuer_only,strict_zero,Current all-state EHB-adjusted net premium.,silver_panel,4179,107,4079,28.060771,0.524394,-273,-104,-0.33922899999999956,-0.275606,1624,1253,1302,88,5,14,6477,Classifies zero only at <= 0; Drake does not state this strict floating-point rule.,diagnostic_only
strict_zero,plan_id_prefix,strict_zero,Current all-state EHB-adjusted net premium.,silver_panel,4179,107,4079,28.060771,0.524394,-273,-104,-0.33922899999999956,-0.275606,1624,1253,1302,88,5,14,6477,Classifies zero only at <= 0; Drake does not state this strict floating-point rule.,diagnostic_only
one_dollar_threshold,plan_panel_preferred,one_dollar_threshold,Current all-state EHB-adjusted net premium.,all_metal_panel,4208,122,4102,29.054814,1.056219,-244,-89,0.6548140000000018,0.256219,1572,1360,1276,96,12,14,6477,Classifies zero when monthly net premium is under $1; diagnostic only.,diagnostic_only
one_dollar_threshold,crosswalk_issuer_only,one_dollar_threshold,Current all-state EHB-adjusted net premium.,all_metal_panel,4208,122,4102,29.054814,1.056219,-244,-89,0.6548140000000018,0.256219,1572,1360,1276,96,12,14,6477,Classifies zero when monthly net premium is under $1; diagnostic only.,diagnostic_only
one_dollar_threshold,plan_panel_issuer_only,one_dollar_threshold,Current all-state EHB-adjusted net premium.,all_metal_panel,4208,122,4102,29.054814,1.056219,-244,-89,0.6548140000000018,0.256219,1572,1360,1276,96,12,14,6477,Classifies zero when monthly net premium is under $1; diagnostic only.,diagnostic_only
one_dollar_threshold,plan_id_prefix,one_dollar_threshold,Current all-state EHB-adjusted net premium.,all_metal_panel,4208,122,4102,29.054814,1.056219,-244,-89,0.6548140000000018,0.256219,1572,1360,1276,96,12,14,6477,Classifies zero when monthly net premium is under $1; diagnostic only.,diagnostic_only
one_dollar_threshold,plan_panel_preferred,one_dollar_threshold,Current all-state EHB-adjusted net premium.,silver_panel,4208,122,4102,29.054814,1.056219,-244,-89,0.6548140000000018,0.256219,1572,1360,1276,96,12,14,6477,Classifies zero when monthly net premium is under $1; diagnostic only.,diagnostic_only
one_dollar_threshold,crosswalk_issuer_only,one_dollar_threshold,Current all-state EHB-adjusted net premium.,silver_panel,4208,122,4102,29.054814,1.056219,-244,-89,0.6548140000000018,0.256219,1572,1360,1276,96,12,14,6477,Classifies zero when monthly net premium is under $1; diagnostic only.,diagnostic_only
one_dollar_threshold,plan_panel_issuer_only,one_dollar_threshold,Current all-state EHB-adjusted net premium.,silver_panel,4208,122,4102,29.054814,1.056219,-244,-89,0.6548140000000018,0.256219,1572,1360,1276,96,12,14,6477,Classifies zero when monthly net premium is under $1; diagnostic only.,diagnostic_only
one_dollar_threshold,plan_id_prefix,one_dollar_threshold,Current all-state EHB-adjusted net premium.,silver_panel,4208,122,4102,29.054814,1.056219,-244,-89,0.6548140000000018,0.256219,1572,1360,1276,96,12,14,6477,Classifies zero when monthly net premium is under $1; diagnostic only.,diagnostic_only
