project,dataset_path,variable,rank,value,count_in_profile,profile_basis,profile_rows
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,ehb_share_of_total_premium,9,0.9916,42,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,ehb_share_of_total_premium,10,0.9908,30,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_id,1,21663,1575,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_id,2,62141,1425,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_id,3,16842,1274,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_id,4,30252,915,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_id,5,75293,525,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_id,6,70893,513,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_id,7,46944,469,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_id,8,49046,348,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_id,9,40572,336,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_id,10,70525,300,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_id_rate,1,21663,1575,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_id_rate,2,62141,1425,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_id_rate,3,16842,1274,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_id_rate,4,30252,915,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_id_rate,5,75293,525,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_id_rate,6,70893,513,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_id_rate,7,46944,469,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_id_rate,8,49046,348,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_id_rate,9,40572,336,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_id_rate,10,70525,300,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_name,1,Ambetter from Sunshine Health,1575,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_name,2,Ambetter from Arkansas Health & Wellness,1425,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_name,3,Florida Blue (BlueCross BlueShield FL),1274,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_name,4,Florida Blue HMO (a BlueCross BlueShield FL company),915,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_name,5,Arkansas Blue Cross and Blue Shield,525,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_name,6,Ambetter from Peach State Health Plan,513,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_name,7,Blue Cross and Blue Shield of Alabama,469,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_name,8,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc",348,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_name,9,Oscar Insurance Company of Florida,336,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,issuer_name,10,QCA Health Plan,300,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,market_type,1,Individual,10000,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,metal_level,1,Silver,4956,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,metal_level,2,Expanded Bronze,2394,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,metal_level,3,Gold,1485,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,metal_level,4,Bronze,601,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,metal_level,5,Platinum,359,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,metal_level,6,Catastrophic,205,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,non_ehb_age_40_premium,1,0.0,7054,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,non_ehb_age_40_premium,2,3.068484000000012,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,non_ehb_age_40_premium,3,13.77025999999995,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,non_ehb_age_40_premium,4,18.180219999999963,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,non_ehb_age_40_premium,5,17.52093999999994,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,non_ehb_age_40_premium,6,18.15889999999996,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,non_ehb_age_40_premium,7,0.4988520000000562,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,non_ehb_age_40_premium,8,14.785829999999976,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,non_ehb_age_40_premium,9,21.32532999999995,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,non_ehb_age_40_premium,10,17.415569999999946,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,plan_id,1,62141AR0080017,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,plan_id,2,62141AR0080021,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,plan_id,3,62141AR0080022,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,plan_id,4,62141AR0080023,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,plan_id,5,62141AR0080075,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,plan_id,6,62141AR0080101,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,plan_id,7,62141AR0100075,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,plan_id,8,62141AR0080014,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,plan_id,9,62141AR0100007,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,plan_id,10,62141AR0080007,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,plan_marketing_name,1,Ambetter Secure Care 5 (2021) + Vision + Adult Dental,188,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,plan_marketing_name,2,Ambetter Essential Care 1 (2021),188,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,plan_marketing_name,3,Ambetter Balanced Care 28 (2021),188,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,plan_marketing_name,4,Ambetter Secure Care 5 (2021),188,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,plan_marketing_name,5,Ambetter Balanced Care 28 (2021) + Vision + Adult Dental,188,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,plan_marketing_name,6,Ambetter Essential Care 1 (2021) + Vision + Adult Dental,188,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,plan_marketing_name,7,Ambetter Balanced Care 11 (2021),188,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,plan_marketing_name,8,Ambetter Balanced Care 11 (2021) + Vision + Adult Dental,159,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,plan_marketing_name,9,Ambetter Balanced Care 4 (2021),159,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,plan_marketing_name,10,Ambetter Balanced Care 25 HSA (2021) + Vision + Adult Dental,159,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,plan_type,1,EPO,3546,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,plan_type,2,HMO,2992,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,plan_type,3,PPO,2957,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,plan_type,4,POS,505,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,premium_difference,1,0.0,10000,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,premium_match_flag,1,True,10000,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,premium_pct_difference,1,0.0,10000,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,premium_reconciliation_flag,1,match,10000,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,premium_source,1,QHP Landscape,10000,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,qhp_landscape_premium,1,428.81,150,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,qhp_landscape_premium,2,549.16,150,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,qhp_landscape_premium,3,416.89,150,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,qhp_landscape_premium,4,399.75,77,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,qhp_landscape_premium,5,424.7,76,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,qhp_landscape_premium,6,438.48,76,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,qhp_landscape_premium,7,409.78,76,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,qhp_landscape_premium,8,498.76,76,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,qhp_landscape_premium,9,574.75,76,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,qhp_landscape_premium,10,360.63,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,rate_puf_age_40_premium,1,428.81,150,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,rate_puf_age_40_premium,2,549.16,150,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,rate_puf_age_40_premium,3,416.89,150,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,rate_puf_age_40_premium,4,399.75,77,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,rate_puf_age_40_premium,5,424.7,76,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,rate_puf_age_40_premium,6,438.48,76,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,rate_puf_age_40_premium,7,409.78,76,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,rate_puf_age_40_premium,8,498.76,76,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,rate_puf_age_40_premium,9,574.75,76,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,rate_puf_age_40_premium,10,360.63,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,rating_area_id,1,Rating Area 3,934,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,rating_area_id,2,Rating Area 2,854,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,rating_area_id,3,Rating Area 5,723,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,rating_area_id,4,Rating Area 1,710,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,rating_area_id,5,Rating Area 6,692,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,rating_area_id,6,Rating Area 7,438,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,rating_area_id,7,Rating Area 13,351,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,rating_area_id,8,Rating Area 4,331,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,rating_area_id,9,Rating Area 15,270,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,rating_area_id,10,Rating Area 14,211,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,raw_plan_id_columns_used,1,Plan ID (Standard Component),10000,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,source_file,1,data\raw\qhp_landscape\2021\PY2021_Medi-Indi-Land-08_04_2021.zip,10000,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,standard_component_id,1,62141AR0080017,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,standard_component_id,2,62141AR0080021,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,standard_component_id,3,62141AR0080022,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,standard_component_id,4,62141AR0080023,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,standard_component_id,5,62141AR0080075,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,standard_component_id,6,62141AR0080101,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,standard_component_id,7,62141AR0100075,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,standard_component_id,8,62141AR0080014,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,standard_component_id,9,62141AR0100007,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,standard_component_id,10,62141AR0080007,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,state,1,FL,5000,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,state,2,AR,2625,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,state,3,GA,1299,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,state,4,AL,501,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,state,5,AZ,370,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,state,6,AK,169,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,state,7,DE,36,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/all_metal_plan_county_year_panel.csv,year,1,2021,10000,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/bronze_plan_county_year_panel.csv,age_40_premium,1,369.51,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/bronze_plan_county_year_panel.csv,age_40_premium,2,343.46,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/bronze_plan_county_year_panel.csv,age_40_premium,3,375.91,75,first_10000_rows,10000
aca_zero_premium_turnover,data/intermediate/bronze_plan_county_year_panel.csv,age_40_premium,4,345.81,75,first_10000_rows,10000
